k,d,recall,time
401,0.308053,0.995037,0.812661
402,0.308106,0.997519,0.812661
403,0.308249,1.000000,0.812661
404,0.308592,1.000000,0.812661
405,0.308592,1.000000,0.812661
406,0.308592,1.000000,0.812661
407,0.309264,1.000000,0.812661
408,0.309558,1.000000,0.812661
409,0.309592,1.000000,0.812661
410,0.309592,1.000000,0.812661
411,0.309735,1.000000,0.812661
412,0.309735,1.000000,0.812661
413,0.310066,0.978673,0.812661
414,0.310129,0.981043,0.812661
415,0.310129,0.983412,0.812661
416,0.310181,0.985782,0.812661
417,0.310325,0.988152,0.812661
418,0.310325,0.990521,0.812661
419,0.310343,0.992891,0.812661
420,0.310343,0.995261,0.812661
421,0.310480,0.997630,0.812661
422,0.310482,1.000000,0.812661
423,0.310773,1.000000,0.812661
424,0.310845,1.000000,0.812661
425,0.310901,1.000000,0.812661
426,0.310995,1.000000,0.812661
427,0.310995,1.000000,0.812661
428,0.311019,0.979405,0.812661
429,0.311092,0.981693,0.812661
430,0.311092,0.983982,0.812661
431,0.311092,0.986270,0.812661
432,0.311092,0.988558,0.812661
433,0.311092,0.990847,0.812661
434,0.311092,0.993135,0.812661
435,0.311092,0.995423,0.812661
436,0.311356,0.997712,0.812661
437,0.311356,1.000000,0.812661
438,0.311589,1.000000,0.812661
439,0.311668,1.000000,0.812661
440,0.311752,1.000000,0.812661
441,0.311752,1.000000,0.812661
442,0.311752,1.000000,0.812661
443,0.311814,1.000000,0.812661
444,0.311892,1.000000,0.812661
445,0.311926,1.000000,0.812661
446,0.311985,1.000000,0.812661
447,0.312067,0.973856,0.812661
448,0.312069,0.976035,0.812661
449,0.312145,0.978213,0.812661
450,0.312145,0.980392,0.812661
451,0.312145,0.982571,0.812661
452,0.312145,0.984749,0.812661
453,0.312145,0.986928,0.812661
454,0.312145,0.989107,0.812661
455,0.312145,0.991285,0.812661
456,0.312233,0.993464,0.812662
457,0.312233,0.995643,0.812662
458,0.312330,0.997821,0.812662
459,0.312331,1.000000,0.812662
460,0.312553,1.000000,0.812662
461,0.312762,1.000000,0.812662
462,0.313051,0.991416,0.812662
463,0.313273,0.993562,0.812662
464,0.313329,0.995708,0.812662
465,0.313395,0.997854,0.812662
466,0.313461,1.000000,0.812662
467,0.313537,1.000000,0.812662
468,0.313537,1.000000,0.812662
469,0.313573,1.000000,0.812662
470,0.313831,1.000000,0.812662
471,0.314022,0.991579,0.812662
472,0.314099,0.993684,0.812662
473,0.314197,0.995789,0.812662
474,0.314212,0.997895,0.812662
475,0.314363,1.000000,0.812662
476,0.314935,1.000000,0.812662
477,0.315219,0.995825,0.812662
478,0.315379,0.997912,0.812662
479,0.315385,1.000000,0.812662
480,0.315551,1.000000,0.812662
481,0.315551,1.000000,0.812662
482,0.315551,1.000000,0.812662
483,0.315581,1.000000,0.812662
484,0.315598,1.000000,0.812662
485,0.315598,1.000000,0.812662
486,0.315721,1.000000,0.812662
487,0.315792,1.000000,0.812662
488,0.315797,1.000000,0.812662
489,0.315836,1.000000,0.812662
490,0.315874,1.000000,0.812662
491,0.315901,1.000000,0.812662
492,0.316055,0.991935,0.812662
493,0.316128,0.993952,0.812662
494,0.316232,0.995968,0.812662
495,0.316301,0.997984,0.812662
496,0.316461,1.000000,0.812662
497,0.316815,1.000000,0.812662
498,0.317174,0.997996,0.812662
499,0.317429,1.000000,0.812662
500,0.317541,1.000000,0.812662
501,0.317541,1.000000,0.812662
502,0.318000,0.990138,0.812662
503,0.318000,0.992110,0.812662
504,0.318159,0.994083,0.812662
505,0.318177,0.996055,0.812662
506,0.318263,0.998028,0.812662
507,0.318313,1.000000,0.812662
508,0.318555,1.000000,0.812662
509,0.318642,1.000000,0.812662
510,0.319213,0.883882,0.812662
511,0.319213,0.885615,0.812662
512,0.319213,0.887348,0.812662
513,0.319213,0.889081,0.812662
514,0.319213,0.890815,0.812662
515,0.319213,0.892548,0.812662
516,0.319213,0.894281,0.812662
517,0.319213,0.896014,0.812662
518,0.319213,0.897747,0.812662
519,0.319213,0.899480,0.812662
520,0.319213,0.901213,0.812662
521,0.319213,0.902946,0.812662
522,0.319213,0.904679,0.812662
523,0.319213,0.906412,0.812663
524,0.319213,0.908146,0.812663
525,0.319213,0.909879,0.812663
526,0.319213,0.911612,0.812663
527,0.319213,0.913345,0.812663
528,0.319213,0.915078,0.812663
529,0.319213,0.916811,0.812663
530,0.319213,0.918544,0.812663
531,0.319213,0.920277,0.812663
532,0.319213,0.922010,0.812663
533,0.319213,0.923743,0.812663
534,0.319213,0.925477,0.812663
535,0.319213,0.927210,0.812663
536,0.319213,0.928943,0.812663
537,0.319213,0.930676,0.812663
538,0.319213,0.932409,0.812663
539,0.319213,0.934142,0.812663
540,0.319213,0.935875,0.812663
541,0.319213,0.937608,0.812663
542,0.319213,0.939341,0.812663
543,0.319213,0.941075,0.812663
544,0.319213,0.942808,0.812663
545,0.319213,0.944541,0.812663
546,0.319213,0.946274,0.812663
547,0.319213,0.948007,0.812663
548,0.319213,0.949740,0.812663
549,0.319213,0.951473,0.812663
550,0.319213,0.953206,0.812663
551,0.319213,0.954939,0.812663
552,0.319213,0.956672,0.812663
553,0.319213,0.958406,0.812663
554,0.319213,0.960139,0.812663
555,0.319213,0.961872,0.812663
556,0.319213,0.963605,0.812663
557,0.319213,0.965338,0.812663
558,0.319213,0.967071,0.812663
559,0.319213,0.968804,0.812663
560,0.319213,0.970537,0.812663
561,0.319213,0.972270,0.812663
562,0.319213,0.974003,0.812663
563,0.319213,0.975737,0.812663
564,0.319213,0.977470,0.812663
565,0.319213,0.979203,0.812663
566,0.319213,0.980936,0.812663
567,0.319213,0.982669,0.812663
568,0.319213,0.984402,0.812663
569,0.319213,0.986135,0.812663
570,0.319229,0.987868,0.812663
571,0.319282,0.989601,0.812663
572,0.319357,0.991334,0.812663
573,0.319357,0.993068,0.812663
574,0.319357,0.994801,0.812663
575,0.319357,0.996534,0.812663
576,0.319357,0.998267,0.812663
577,0.319415,1.000000,0.812663
578,0.319500,1.000000,0.812663
579,0.319529,1.000000,0.812663
580,0.319578,1.000000,0.812663
581,0.319778,1.000000,0.812663
582,0.319793,1.000000,0.812663
583,0.319953,1.000000,0.812663
584,0.320011,0.974958,0.812663
585,0.320273,0.976628,0.812663
586,0.320273,0.978297,0.812663
587,0.320273,0.979967,0.812663
588,0.320273,0.981636,0.812663
589,0.320273,0.983306,0.812663
590,0.320273,0.984975,0.812664
591,0.320273,0.986644,0.812664
592,0.320273,0.988314,0.812664
593,0.320273,0.989983,0.812664
594,0.320273,0.991653,0.812664
595,0.320273,0.993322,0.812664
596,0.320273,0.994992,0.812664
597,0.320273,0.996661,0.812664
598,0.320273,0.998331,0.812664
599,0.320375,1.000000,0.812664
600,0.320552,1.000000,0.812664
601,0.320746,1.000000,0.812664
602,0.320746,1.000000,0.812664
603,0.321419,1.000000,0.812664
604,0.321521,1.000000,0.812664
605,0.321582,1.000000,0.812664
606,0.321616,1.000000,0.812664
607,0.321616,1.000000,0.812664
608,0.321616,1.000000,0.812664
609,0.321616,1.000000,0.812664
610,0.321616,1.000000,0.812664
611,0.321630,1.000000,0.812664
612,0.321643,1.000000,0.812664
613,0.321664,1.000000,0.812664
614,0.321664,1.000000,0.812664
615,0.321664,1.000000,0.812664
616,0.321664,1.000000,0.812664
617,0.321728,1.000000,0.812664
618,0.321749,1.000000,0.812664
619,0.321978,1.000000,0.812664
620,0.322081,0.995185,0.812664
621,0.322106,0.996790,0.812664
622,0.322106,0.998395,0.812664
623,0.322334,1.000000,0.812664
624,0.322559,1.000000,0.812664
625,0.322661,1.000000,0.812664
626,0.322732,1.000000,0.812664
627,0.322975,1.000000,0.812664
628,0.322975,1.000000,0.812664
629,0.322983,1.000000,0.812664
630,0.323049,0.989011,0.812664
631,0.323057,0.990581,0.812664
632,0.323057,0.992151,0.812664
633,0.323061,0.993721,0.812664
634,0.323146,0.995290,0.812664
635,0.323431,0.996860,0.812664
636,0.323431,0.998430,0.812664
637,0.323458,1.000000,0.812664
638,0.323509,1.000000,0.812664
639,0.323543,1.000000,0.812664
640,0.323766,1.000000,0.812664
641,0.323818,1.000000,0.812664
642,0.323851,1.000000,0.812664
643,0.323866,1.000000,0.812664
644,0.323930,1.000000,0.812664
645,0.323981,1.000000,0.812664
646,0.324050,0.990798,0.812664
647,0.324268,0.992331,0.812664
648,0.324301,0.993865,0.812664
649,0.324304,0.995399,0.812664
650,0.324306,0.996933,0.812664
651,0.324308,0.998466,0.812664
652,0.324487,1.000000,0.812664
653,0.324627,1.000000,0.812664
654,0.324674,1.000000,0.812664
655,0.324725,1.000000,0.812664
656,0.324725,1.000000,0.812664
657,0.324725,1.000000,0.812665
658,0.324725,1.000000,0.812665
659,0.324795,1.000000,0.812665
660,0.324797,1.000000,0.812665
661,0.324999,1.000000,0.812665
662,0.325045,0.996988,0.812665
663,0.325239,0.998494,0.812665
664,0.325327,1.000000,0.812665
665,0.325617,1.000000,0.812665
666,0.325917,1.000000,0.812665
667,0.325920,1.000000,0.812665
668,0.325967,1.000000,0.812665
669,0.325994,1.000000,0.812665
670,0.326021,0.992593,0.812665
671,0.326093,0.994074,0.812665
672,0.326181,0.995556,0.812665
673,0.326229,0.997037,0.812665
674,0.326304,0.998519,0.812665
675,0.326425,1.000000,0.812665
676,0.326697,1.000000,0.812665
677,0.326730,1.000000,0.812665
678,0.326835,1.000000,0.812665
679,0.326852,1.000000,0.812665
680,0.327020,0.998532,0.812665
681,0.327170,1.000000,0.812665
682,0.327597,1.000000,0.812665
683,0.327597,1.000000,0.812665
684,0.327597,1.000000,0.812665
685,0.327597,1.000000,0.812665
686,0.327597,1.000000,0.812665
687,0.327597,1.000000,0.812665
688,0.327725,1.000000,0.812665
689,0.327761,1.000000,0.812665
690,0.327763,1.000000,0.812665
691,0.327901,1.000000,0.812665
692,0.327910,1.000000,0.812665
693,0.327972,1.000000,0.812665
694,0.327995,1.000000,0.812665
695,0.328320,0.988620,0.812665
696,0.328399,0.990043,0.812665
697,0.328399,0.991465,0.812665
698,0.328399,0.992888,0.812665
699,0.328399,0.994310,0.812665
700,0.328399,0.995733,0.812665
701,0.328399,0.997155,0.812665
702,0.328399,0.998578,0.812665
703,0.328409,1.000000,0.812665
704,0.328534,1.000000,0.812665
705,0.328605,1.000000,0.812665
706,0.328743,1.000000,0.812665
707,0.328829,1.000000,0.812665
708,0.328952,1.000000,0.812665
709,0.328974,1.000000,0.812665
710,0.329020,0.983379,0.812665
711,0.329072,0.984765,0.812665
712,0.329072,0.986150,0.812665
713,0.329072,0.987535,0.812665
714,0.329072,0.988920,0.812665
715,0.329072,0.990305,0.812665
716,0.329072,0.991690,0.812665
717,0.329072,0.993075,0.812665
718,0.329074,0.994460,0.812665
719,0.329078,0.995845,0.812665
720,0.329163,0.997230,0.812665
721,0.329184,0.998615,0.812665
722,0.329203,1.000000,0.812665
723,0.329503,1.000000,0.812665
724,0.329548,1.000000,0.812666
725,0.329589,1.000000,0.812666
726,0.329631,1.000000,0.812666
727,0.329638,1.000000,0.812666
728,0.329638,1.000000,0.812666
729,0.329638,1.000000,0.812666
730,0.329658,1.000000,0.812666
731,0.329743,1.000000,0.812666
732,0.329790,1.000000,0.812666
733,0.329801,1.000000,0.812666
734,0.329908,1.000000,0.812666
735,0.330068,0.994587,0.812666
736,0.330136,0.995940,0.812666
737,0.330163,0.997294,0.812666
738,0.330176,0.998647,0.812666
739,0.330200,1.000000,0.812666
740,0.330529,1.000000,0.812666
741,0.330675,1.000000,0.812666
742,0.330976,1.000000,0.812666
743,0.330976,1.000000,0.812666
744,0.330976,1.000000,0.812666
745,0.330976,1.000000,0.812666
746,0.330976,1.000000,0.812666
747,0.330976,1.000000,0.812666
748,0.330976,1.000000,0.812666
749,0.330976,1.000000,0.812666
750,0.330976,1.000000,0.812666
751,0.330976,1.000000,0.812666
752,0.330976,1.000000,0.812666
753,0.330976,1.000000,0.812666
754,0.330976,1.000000,0.812666
755,0.330976,1.000000,0.812666
756,0.330976,1.000000,0.812666
757,0.330976,1.000000,0.812666
758,0.330976,1.000000,0.812666
759,0.330976,1.000000,0.812666
760,0.330976,1.000000,0.812666
761,0.330976,1.000000,0.812666
762,0.330976,1.000000,0.812666
763,0.330976,1.000000,0.812666
764,0.330976,1.000000,0.812666
765,0.330976,1.000000,0.812666
766,0.330976,1.000000,0.812666
767,0.330976,1.000000,0.812666
768,0.330976,1.000000,0.812666
769,0.330976,1.000000,0.812666
770,0.330976,1.000000,0.812666
771,0.330976,1.000000,0.812666
772,0.330976,1.000000,0.812666
773,0.330976,1.000000,0.812666
774,0.330976,1.000000,0.812666
775,0.330976,1.000000,0.812666
776,0.330976,1.000000,0.812666
777,0.330976,1.000000,0.812666
778,0.330976,1.000000,0.812666
779,0.330976,1.000000,0.812666
780,0.330976,1.000000,0.812666
781,0.330976,1.000000,0.812666
782,0.330976,1.000000,0.812666
783,0.330976,1.000000,0.812666
784,0.330976,1.000000,0.812666
785,0.330976,1.000000,0.812666
786,0.330976,1.000000,0.812666
787,0.330976,1.000000,0.812666
788,0.330976,1.000000,0.812666
789,0.330976,1.000000,0.812666
790,0.330976,1.000000,0.812666
791,0.330976,1.000000,0.812667
792,0.330976,1.000000,0.812667
793,0.330976,1.000000,0.812667
794,0.330976,1.000000,0.812667
795,0.330976,1.000000,0.812667
796,0.330976,1.000000,0.812667
797,0.330976,1.000000,0.812667
798,0.330976,1.000000,0.812667
799,0.330976,1.000000,0.812667
800,0.330976,1.000000,0.812667
801,0.330976,1.000000,0.812667
802,0.330976,1.000000,0.812667
803,0.330976,1.000000,0.812667
804,0.330976,1.000000,0.812667
805,0.330976,1.000000,0.812667
806,0.330976,1.000000,0.812667
807,0.330976,1.000000,0.812667
808,0.330976,1.000000,0.812667
809,0.330976,1.000000,0.812667
810,0.330976,1.000000,0.812667
811,0.330976,1.000000,0.812667
812,0.330976,1.000000,0.812667
813,0.330976,1.000000,0.812667
814,0.330976,1.000000,0.812667
815,0.330976,1.000000,0.812667
816,0.330976,1.000000,0.812667
817,0.330976,1.000000,0.812667
818,0.330976,1.000000,0.812667
819,0.330976,1.000000,0.812667
820,0.330976,1.000000,0.812667
821,0.330976,1.000000,0.812667
822,0.330989,1.000000,0.812667
