k;s;d;recall;
2586;(33715,0,0);0.363465;0.259087;
2587;(34566,0,6);0.363465;0.258987;
2588;(34890,0,0);0.363465;0.258887;
2589;(35027,0,0);0.363465;0.258787;
2590;(35580,0,2);0.363465;0.258687;
2591;(36673,0,1);0.363465;0.258587;
2592;(38320,0,0);0.363465;0.258488;
2593;(39588,0,2);0.363465;0.258388;
2594;(39641,0,2);0.363465;0.258288;
2595;(39709,3,13);0.363465;0.258189;
2596;(40507,0,10);0.363465;0.258089;
2597;(42264,0,1);0.363465;0.257990;
2598;(42434,0,7);0.363465;0.257891;
2599;(43229,0,1);0.363465;0.257791;
2600;(43333,0,9);0.363465;0.257692;
2601;(43416,0,3);0.363465;0.257593;
2602;(44792,0,3);0.363465;0.257494;
2603;(45557,0,13);0.363465;0.257395;
2604;(45988,0,8);0.363465;0.257296;
2605;(46262,0,0);0.363465;0.257198;
2606;(46322,0,0);0.363465;0.257099;
2607;(46531,0,0);0.363465;0.257000;
2608;(47169,0,1);0.363465;0.256902;
2609;(48573,0,34);0.363465;0.256803;
2610;(49520,0,4);0.363465;0.256705;
2611;(49633,0,1);0.363465;0.256607;
2612;(51878,0,1);0.363465;0.256508;
2613;(53835,0,1);0.363465;0.256410;
2614;(55865,0,0);0.363465;0.256312;
2615;(55989,0,2);0.363465;0.256214;
2616;(58015,0,2);0.363465;0.256116;
2617;(59379,0,13);0.363465;0.256018;
2618;(60815,0,0);0.363465;0.255921;
2619;(60950,3,11);0.363465;0.255823;
2620;(60985,0,3);0.363465;0.255725;
2621;(62914,0,4);0.363465;0.255628;
2622;(62922,0,1);0.363465;0.255530;
2623;(63393,0,0);0.363465;0.255433;
2624;(63404,0,3);0.363465;0.255335;
2625;(63478,0,4);0.363465;0.255238;
2626;(64224,0,0);0.363465;0.255141;
2627;(64279,0,3);0.363465;0.255044;
2628;(64934,0,2);0.363465;0.254947;
2629;(65277,0,1);0.363465;0.254850;
2630;(65304,0,1);0.363465;0.254753;
2631;(66432,0,6);0.363465;0.254656;
2632;(69167,0,15);0.363465;0.254559;
2633;(69392,0,1);0.363465;0.254463;
2634;(70430,0,1);0.363465;0.254366;
2635;(70968,0,17);0.363465;0.254269;
2636;(72536,0,0);0.363465;0.254173;
2637;(72560,0,6);0.363465;0.254077;
2638;(75465,0,0);0.363465;0.253980;
2639;(76332,0,0);0.363465;0.253884;
2640;(76647,0,1);0.363465;0.253788;
2641;(78137,0,2);0.363465;0.253692;
2642;(78677,0,2);0.363465;0.253596;
2643;(80956,0,1);0.363465;0.253500;
2644;(81746,0,0);0.363465;0.253404;
2645;(81961,0,0);0.363465;0.253308;
2646;(82242,0,4);0.363465;0.253212;
2647;(82600,0,7);0.363465;0.253117;
2648;(82396,0,7);0.363465;0.253021;
2649;(83540,0,3);0.363465;0.252926;
2650;(84543,0,2);0.363465;0.252830;
2651;(85098,0,0);0.363465;0.252735;
2652;(87640,0,5);0.363465;0.252640;
2653;(88941,0,0);0.363465;0.252544;
2654;(88943,0,11);0.363465;0.252449;
2655;(89049,0,0);0.363465;0.252354;
2656;(89610,0,0);0.363465;0.252259;
2657;(89786,0,7);0.363465;0.252164;
2658;(90852,0,0);0.363465;0.252069;
2659;(90996,0,0);0.363465;0.251974;
2660;(91707,0,3);0.363465;0.251880;
2661;(91818,0,0);0.363465;0.251785;
2662;(92033,0,1);0.363465;0.251690;
2663;(94843,0,14);0.363465;0.251596;
2664;(95112,0,0);0.363465;0.251502;
2665;(95600,0,1);0.363465;0.251407;
2666;(95834,0,0);0.363465;0.251313;
2667;(95856,0,14);0.363465;0.251219;
2668;(96411,0,3);0.363465;0.251124;
2669;(96809,0,8);0.363465;0.251030;
2670;(99907,0,1);0.363465;0.250936;
2671;(99872,0,14);0.363465;0.250842;
2672;(100431,0,2);0.363465;0.250749;
2673;(101644,0,4);0.363465;0.250655;
2674;(101967,0,1);0.363465;0.250561;
2675;(102213,0,3);0.363465;0.250467;
2676;(102289,3,9);0.363465;0.250374;
2677;(102318,0,0);0.363465;0.250280;
2678;(102938,0,5);0.363465;0.250187;
2679;(104836,0,0);0.363465;0.250093;
2680;(105853,0,1);0.363465;0.250000;
2681;(106752,0,2);0.363465;0.249907;
2682;(106947,0,6);0.363465;0.249814;
2683;(107625,0,2);0.363465;0.249720;
2684;(107642,0,0);0.363465;0.249627;
2685;(107999,0,12);0.363465;0.249534;
2686;(109417,0,0);0.363465;0.249442;
2687;(109675,0,7);0.363465;0.249349;
2688;(110066,0,0);0.363465;0.249256;
2689;(110688,0,0);0.363465;0.249163;
2690;(111721,0,3);0.363465;0.249071;
2691;(113634,0,2);0.363465;0.248978;
2692;(114117,0,0);0.363465;0.248886;
2693;(114190,0,0);0.363465;0.248793;
2694;(116032,0,16);0.363465;0.248701;
2695;(101147,1,2);0.363569;0.248609;
2696;(77662,1,767);0.363628;0.248516;
2697;(56958,2,5);0.363633;0.248424;
2698;(48879,1,70);0.363673;0.248332;
2699;(70463,3,24);0.363686;0.248240;
2700;(58442,0,6);0.363698;0.248148;
2701;(25463,0,6);0.363726;0.248056;
2702;(8772,1,68);0.363775;0.247964;
2703;(32981,1,130);0.363775;0.247873;
2704;(115451,2,67);0.363775;0.247781;
2705;(77662,1,514);0.363803;0.247689;
2706;(77975,0,4);0.363804;0.247598;
2707;(57591,1,37);0.363838;0.247506;
2708;(112032,1,60);0.363868;0.247415;
2709;(96536,0,5);0.363888;0.247324;
2710;(96908,0,34);0.363892;0.247232;
2711;(50410,3,10);0.363895;0.247141;
2712;(50439,1,45);0.363898;0.247050;
2713;(60682,0,1);0.363898;0.246959;
2714;(66948,0,27);0.363898;0.246868;
2715;(35848,3,55);0.363928;0.246777;
2716;(104029,6,4);0.363930;0.246686;
2717;(61696,1,5);0.363951;0.246596;
2718;(112088,3,4);0.363956;0.246505;
2719;(108787,4,1);0.363963;0.246414;
2720;(90274,3,22);0.363966;0.246324;
2721;(103261,3,9);0.363966;0.246233;
2722;(58363,3,24);0.364002;0.246143;
2723;(76406,6,20);0.364008;0.246052;
2724;(74842,0,6);0.364059;0.245962;
2725;(55206,0,80);0.364103;0.245872;
2726;(11937,3,22);0.364125;0.245781;
2727;(30972,3,22);0.364125;0.245691;
2728;(32012,3,22);0.364125;0.245601;
2729;(58864,3,22);0.364125;0.245511;
2730;(67667,3,22);0.364125;0.245421;
2731;(86235,3,22);0.364125;0.245331;
2732;(102430,3,22);0.364125;0.245242;
2733;(93970,3,177);0.364190;0.245152;
2734;(84773,6,11);0.364249;0.245062;
2735;(28317,0,6);0.364251;0.244973;
2736;(30217,0,14);0.364286;0.244883;
2737;(30217,1,79);0.364286;0.244794;
2738;(95713,1,121);0.364299;0.244704;
2739;(61718,1,65);0.364350;0.244615;
2740;(85530,1,46);0.364350;0.244526;
2741;(71502,1,2);0.364384;0.244436;
2742;(54930,1,287);0.364393;0.244347;
2743;(95528,1,5);0.364397;0.244258;
2744;(64649,0,84);0.364459;0.244169;
2745;(82384,4,58);0.364459;0.244080;
2746;(30674,0,2);0.364478;0.243991;
2747;(45717,0,11);0.364523;0.243902;
2748;(110308,0,38);0.364523;0.243814;
2749;(4160,3,132);0.364534;0.243725;
2750;(91404,3,132);0.364534;0.243636;
2751;(76044,3,1244);0.364563;0.243548;
2752;(91166,4,103);0.364577;0.243459;
2753;(69079,2,67);0.364582;0.243371;
2754;(45001,4,8);0.364585;0.243282;
2755;(30937,3,24);0.364594;0.243194;
2756;(56196,0,197);0.364599;0.243106;
2757;(98551,0,1);0.364614;0.243018;
2758;(64501,0,6);0.364615;0.242930;
2759;(17693,0,20);0.364667;0.242842;
2760;(93793,2,60);0.364728;0.242754;
2761;(2214,0,6);0.364764;0.242666;
2762;(3241,0,6);0.364764;0.242578;
2763;(3816,0,6);0.364764;0.242490;
2764;(4053,0,6);0.364764;0.242402;
2765;(4112,0,6);0.364764;0.242315;
2766;(4383,0,6);0.364764;0.242227;
2767;(4905,0,6);0.364764;0.242140;
2768;(6077,0,6);0.364764;0.242052;
2769;(6549,0,6);0.364764;0.241965;
2770;(7948,0,6);0.364764;0.241877;
2771;(8797,0,6);0.364764;0.241790;
2772;(9943,0,6);0.364764;0.241703;
2773;(12834,0,6);0.364764;0.241616;
2774;(13379,0,6);0.364764;0.241528;
2775;(13788,0,6);0.364764;0.241441;
2776;(14186,0,6);0.364764;0.241354;
2777;(15211,0,6);0.364764;0.241268;
2778;(15654,0,6);0.364764;0.241181;
2779;(16252,0,6);0.364764;0.241094;
2780;(16307,0,6);0.364764;0.241007;
2781;(16331,0,6);0.364764;0.240921;
2782;(17641,0,6);0.364764;0.240834;
2783;(17760,0,6);0.364764;0.240747;
2784;(17910,0,6);0.364764;0.240661;
2785;(19145,0,6);0.364764;0.240575;
2786;(21090,0,6);0.364764;0.240488;
2787;(22002,0,6);0.364764;0.240402;
2788;(22715,0,6);0.364764;0.240316;
2789;(22886,0,6);0.364764;0.240229;
2790;(22961,0,6);0.364764;0.240143;
2791;(24454,0,6);0.364764;0.240057;
2792;(24747,0,6);0.364764;0.239971;
2793;(24859,0,6);0.364764;0.239885;
2794;(28019,0,6);0.364764;0.239800;
2795;(28474,0,6);0.364764;0.239714;
2796;(29949,0,6);0.364764;0.239628;
2797;(30198,0,6);0.364764;0.239542;
2798;(30691,0,6);0.364764;0.239457;
2799;(30966,0,6);0.364764;0.239371;
2800;(32026,0,6);0.364764;0.239286;
2801;(32043,0,6);0.364764;0.239200;
2802;(32654,0,6);0.364764;0.239115;
2803;(32749,0,6);0.364764;0.239030;
2804;(33609,0,6);0.364764;0.238944;
2805;(34056,0,6);0.364764;0.238859;
2806;(36115,0,6);0.364764;0.238774;
2807;(37689,0,6);0.364764;0.238689;
2808;(39206,0,6);0.364764;0.238604;
2809;(39591,0,6);0.364764;0.238519;
2810;(39749,0,6);0.364764;0.238434;
2811;(39760,0,6);0.364764;0.238349;
2812;(40022,0,6);0.364764;0.238265;
2813;(40313,0,6);0.364764;0.238180;
2814;(40944,0,6);0.364764;0.238095;
2815;(42035,0,6);0.364764;0.238011;
2816;(43548,0,6);0.364764;0.237926;
2817;(45586,0,6);0.364764;0.237842;
2818;(47081,0,6);0.364764;0.237757;
2819;(48262,0,6);0.364764;0.237673;
2820;(53049,0,6);0.364764;0.237589;
2821;(53604,0,6);0.364764;0.237504;
2822;(54112,0,6);0.364764;0.237420;
2823;(56992,0,6);0.364764;0.237336;
2824;(58841,0,6);0.364764;0.237252;
2825;(59025,0,6);0.364764;0.237168;
2826;(59101,0,6);0.364764;0.237084;
2827;(59489,0,6);0.364764;0.237000;
2828;(59985,0,6);0.364764;0.236917;
2829;(60174,0,6);0.364764;0.236833;
2830;(60620,0,6);0.364764;0.236749;
2831;(60747,0,6);0.364764;0.236665;
2832;(61254,0,6);0.364764;0.236582;
2833;(61323,0,6);0.364764;0.236498;
2834;(61841,0,6);0.364764;0.236415;
2835;(62802,0,6);0.364764;0.236332;
2836;(63940,0,6);0.364764;0.236248;
2837;(64039,0,6);0.364764;0.236165;
2838;(66522,0,6);0.364764;0.236082;
2839;(66898,0,6);0.364764;0.235999;
2840;(67888,0,6);0.364764;0.235915;
2841;(68175,0,6);0.364764;0.235832;
2842;(69342,0,6);0.364764;0.235749;
2843;(69955,0,6);0.364764;0.235667;
2844;(70723,0,6);0.364764;0.235584;
2845;(70977,0,6);0.364764;0.235501;
2846;(71234,0,6);0.364764;0.235418;
2847;(71263,0,6);0.364764;0.235335;
2848;(71445,0,6);0.364764;0.235253;
2849;(72065,0,6);0.364764;0.235170;
2850;(72967,0,6);0.364764;0.235088;
2851;(74346,0,6);0.364764;0.235005;
2852;(74669,0,6);0.364764;0.234923;
2853;(74804,0,6);0.364764;0.234841;
2854;(75250,0,6);0.364764;0.234758;
2855;(76355,0,6);0.364764;0.234676;
2856;(76809,0,6);0.364764;0.234594;
2857;(77964,0,6);0.364764;0.234512;
2858;(81907,0,6);0.364764;0.234430;
2859;(82884,0,6);0.364764;0.234348;
2860;(84551,0,6);0.364764;0.234266;
2861;(84808,0,6);0.364764;0.234184;
2862;(85212,0,6);0.364764;0.234102;
2863;(85464,0,6);0.364764;0.234020;
2864;(86526,0,6);0.364764;0.233939;
2865;(86592,0,6);0.364764;0.233857;
2866;(86876,0,6);0.364764;0.233775;
2867;(87459,0,6);0.364764;0.233694;
2868;(88206,0,6);0.364764;0.233612;
2869;(88177,0,6);0.364764;0.233531;
2870;(89228,0,6);0.364764;0.233449;
2871;(89981,0,6);0.364764;0.233368;
2872;(90450,0,6);0.364764;0.233287;
2873;(91354,0,6);0.364764;0.233206;
2874;(92957,0,6);0.364764;0.233125;
2875;(93349,0,6);0.364764;0.233043;
2876;(93715,0,6);0.364764;0.232962;
2877;(95045,0,6);0.364764;0.232881;
2878;(95632,0,6);0.364764;0.232801;
2879;(97239,0,6);0.364764;0.232720;
2880;(97323,0,6);0.364764;0.232639;
2881;(98459,0,6);0.364764;0.232558;
2882;(98580,0,6);0.364764;0.232477;
2883;(98687,0,6);0.364764;0.232397;
2884;(99916,0,6);0.364764;0.232316;
2885;(99947,0,3);0.364764;0.232236;
2886;(101094,0,6);0.364764;0.232155;
2887;(102187,0,6);0.364764;0.232075;
2888;(108213,0,6);0.364764;0.231994;
2889;(108841,0,6);0.364764;0.231914;
2890;(109489,0,6);0.364764;0.231834;
2891;(109632,0,6);0.364764;0.231754;
2892;(110053,0,6);0.364764;0.231674;
2893;(110001,0,6);0.364764;0.231594;
2894;(110535,0,6);0.364764;0.231513;
2895;(110964,0,6);0.364764;0.231434;
2896;(111850,0,6);0.364764;0.231354;
2897;(112448,0,6);0.364764;0.231274;
2898;(113955,0,6);0.364764;0.231194;
2899;(114520,0,6);0.364764;0.231114;
2900;(115183,0,6);0.364764;0.231034;
2901;(115278,0,6);0.364764;0.230955;
2902;(12619,4,164);0.364765;0.230875;
2903;(7383,2,204);0.364825;0.230796;
2904;(26511,0,627);0.364826;0.230716;
2905;(23517,0,5);0.364854;0.230637;
2906;(8237,1,10);0.364948;0.230557;
2907;(14498,1,14);0.364948;0.230478;
2908;(15851,3,6);0.364948;0.230399;
2909;(18653,3,11);0.364948;0.230320;
2910;(42796,1,11);0.364948;0.230241;
2911;(56743,1,10);0.364948;0.230161;
2912;(73369,1,4);0.364948;0.230082;
2913;(84804,1,22);0.364948;0.230003;
2914;(85629,1,8);0.364948;0.229924;
2915;(103287,1,11);0.364948;0.229846;
2916;(103798,3,9);0.364948;0.229767;
2917;(107894,1,4);0.364948;0.229688;
2918;(107980,1,0);0.364948;0.229609;
2919;(7434,3,48);0.364991;0.229531;
2920;(33215,1,7);0.364991;0.229452;
2921;(62105,3,24);0.364991;0.229373;
2922;(69860,3,14);0.364991;0.229295;
2923;(105122,3,64);0.364991;0.229217;
2924;(107189,3,24);0.364991;0.229138;
2925;(16876,8,236);0.364994;0.229060;
2926;(23607,1,235);0.365003;0.228982;
2927;(98496,0,9);0.365003;0.228903;
2928;(87657,1,51);0.365005;0.228825;
2929;(17925,4,2);0.365020;0.228747;
2930;(49843,7,52);0.365051;0.228669;
2931;(84044,4,27);0.365056;0.228591;
2932;(15134,3,8);0.365060;0.228513;
2933;(45001,3,92);0.365060;0.228435;
2934;(61324,2,1);0.365060;0.228357;
2935;(84927,4,19);0.365060;0.228279;
2936;(94090,3,10);0.365060;0.228202;
2937;(95646,2,1);0.365060;0.228124;
2938;(40884,1,67);0.365066;0.228046;
2939;(105874,1,1399);0.365076;0.227969;
2940;(33525,2,6);0.365130;0.227891;
2941;(40664,2,19);0.365130;0.227814;
2942;(61507,2,5);0.365130;0.227736;
2943;(92287,2,6);0.365130;0.227659;
2944;(108934,2,6);0.365130;0.227582;
2945;(108916,1,3);0.365156;0.227504;
2946;(105907,1,76);0.365209;0.227427;
2947;(19613,4,23);0.365228;0.227350;
2948;(87448,0,20);0.365240;0.227273;
2949;(27408,2,25);0.365336;0.227196;
2950;(87102,1,1);0.365353;0.227119;
2951;(36912,2,118);0.365357;0.227042;
2952;(35709,1,17);0.365381;0.226965;
2953;(16805,1,0);0.365396;0.226888;
2954;(23256,1,0);0.365396;0.226811;
2955;(25717,1,2);0.365396;0.226734;
2956;(29398,1,0);0.365396;0.226658;
2957;(36633,1,1);0.365396;0.226581;
2958;(37364,1,1);0.365396;0.226504;
2959;(44662,1,5);0.365396;0.226428;
2960;(45131,1,4);0.365396;0.226351;
2961;(58964,1,2);0.365396;0.226275;
2962;(65564,1,0);0.365396;0.226199;
2963;(74411,1,0);0.365396;0.226122;
2964;(80267,1,1);0.365396;0.226046;
2965;(85725,1,1);0.365396;0.225970;
2966;(97958,1,3);0.365396;0.225893;
2967;(20224,2,22);0.365424;0.225817;
2968;(69616,4,7);0.365425;0.225741;
2969;(69005,1,31);0.365472;0.225665;
2970;(73142,0,113);0.365484;0.225589;
2971;(75708,0,114);0.365484;0.225513;
2972;(55129,1,1);0.365592;0.225437;
2973;(7259,0,2);0.365615;0.225362;
2974;(59531,3,78);0.365779;0.225286;
2975;(108914,1,4);0.365779;0.225210;
2976;(114664,0,136);0.365779;0.225134;
2977;(19537,5,7);0.365844;0.225059;
2978;(10725,5,76);0.365850;0.224983;
2979;(105874,1,1447);0.365921;0.224908;
2980;(103712,3,139);0.365922;0.224832;
2981;(900,4,18);0.365981;0.224757;
2982;(402,1,1);0.365988;0.224681;
2983;(3384,1,1);0.365988;0.224606;
2984;(5361,1,1);0.365988;0.224531;
2985;(82951,1,1);0.365988;0.224456;
2986;(23788,1,9);0.365995;0.224380;
2987;(59730,1,25);0.366055;0.224305;
2988;(59072,4,22);0.366057;0.224230;
2989;(4898,1,2);0.366082;0.224155;
2990;(14498,1,13);0.366082;0.224080;
2991;(18068,1,0);0.366082;0.224005;
2992;(42245,3,0);0.366082;0.223930;
2993;(56743,1,8);0.366082;0.223856;
2994;(57475,1,4);0.366082;0.223781;
2995;(73369,1,3);0.366082;0.223706;
2996;(88651,0,97);0.366082;0.223632;
2997;(95521,3,0);0.366082;0.223557;
2998;(104746,2,11);0.366082;0.223482;
2999;(56588,0,164);0.366094;0.223408;
3000;(98117,4,5);0.366227;0.223333;
