k;s;d;recall;
1315;(70174,0,520);0.339902;0.509506;
1316;(89587,1,137);0.339956;0.509119;
1317;(79090,0,9);0.339957;0.508732;
1318;(69616,6,27);0.340011;0.508346;
1319;(29059,6,13);0.340045;0.507961;
1320;(11254,0,131);0.340051;0.507576;
1321;(16031,2,12);0.340051;0.507192;
1322;(30234,2,12);0.340051;0.506808;
1323;(65763,1,61);0.340051;0.506425;
1324;(84954,3,520);0.340109;0.506042;
1325;(2080,1,1);0.340204;0.505660;
1326;(7610,1,1);0.340204;0.505279;
1327;(24984,1,1);0.340204;0.504898;
1328;(25857,1,1);0.340204;0.504518;
1329;(43885,1,1);0.340204;0.504138;
1330;(64725,1,1);0.340204;0.503759;
1331;(93036,1,1);0.340204;0.503381;
1332;(104314,2,17);0.340204;0.503003;
1333;(53046,1,180);0.340212;0.502626;
1334;(81383,0,2);0.340234;0.502249;
1335;(671,0,2);0.340343;0.501873;
1336;(3195,0,1);0.340343;0.501497;
1337;(19036,0,8);0.340343;0.501122;
1338;(38800,0,2);0.340343;0.500747;
1339;(57765,0,9);0.340343;0.500373;
1340;(61332,0,13);0.340343;0.500000;
1341;(84390,0,6);0.340343;0.499627;
1342;(86058,0,3);0.340343;0.499255;
1343;(96034,0,7);0.340343;0.498883;
1344;(101951,0,10);0.340343;0.498512;
1345;(103462,0,18);0.340343;0.498141;
1346;(108806,0,5);0.340343;0.497771;
1347;(110730,0,14);0.340343;0.497402;
1348;(9125,1,3);0.340357;0.497033;
1349;(30065,2,7);0.340451;0.496664;
1350;(30477,0,1);0.340472;0.496296;
1351;(76796,1,11);0.340514;0.495929;
1352;(72710,1,966);0.340536;0.495562;
1353;(80453,1,1);0.340551;0.495196;
1354;(53948,1,2);0.340559;0.494830;
1355;(7618,2,49);0.340656;0.494465;
1356;(42577,0,0);0.340713;0.494100;
1357;(7249,1,8);0.340798;0.493736;
1358;(60293,1,8);0.340798;0.493373;
1359;(60403,1,8);0.340798;0.493010;
1360;(105877,1,8);0.340798;0.492647;
1361;(112102,3,51);0.340935;0.492285;
1362;(33467,0,32);0.340945;0.491924;
1363;(63211,0,123);0.340984;0.491563;
1364;(76044,3,1253);0.340998;0.491202;
1365;(31759,2,0);0.341016;0.490842;
1366;(81776,2,26);0.341016;0.490483;
1367;(62594,1,5);0.341041;0.490124;
1368;(114575,1,184);0.341077;0.489766;
1369;(60401,1,16);0.341160;0.489408;
1370;(105848,2,10);0.341203;0.489051;
1371;(27042,0,4);0.341309;0.488694;
1372;(7973,1,11);0.341326;0.488338;
1373;(8878,1,5);0.341326;0.487983;
1374;(9583,1,11);0.341326;0.487627;
1375;(10192,1,6);0.341326;0.487273;
1376;(12092,1,10);0.341326;0.486919;
1377;(17309,1,11);0.341326;0.486565;
1378;(17519,1,11);0.341326;0.486212;
1379;(33091,1,6);0.341326;0.485859;
1380;(51059,1,7);0.341326;0.485507;
1381;(51102,1,11);0.341326;0.485156;
1382;(52907,1,5);0.341326;0.484805;
1383;(54320,1,10);0.341326;0.484454;
1384;(58352,1,11);0.341326;0.484104;
1385;(58677,1,5);0.341326;0.483755;
1386;(59227,1,11);0.341326;0.483405;
1387;(75748,1,11);0.341326;0.483057;
1388;(84418,1,10);0.341326;0.482709;
1389;(92420,1,10);0.341326;0.482361;
1390;(93211,1,8);0.341326;0.482014;
1391;(96483,1,7);0.341326;0.481668;
1392;(97010,1,6);0.341326;0.481322;
1393;(102523,1,7);0.341326;0.480976;
1394;(107102,1,7);0.341326;0.480631;
1395;(108126,1,10);0.341326;0.480287;
1396;(110970,1,7);0.341326;0.479943;
1397;(113611,1,10);0.341326;0.479599;
1398;(113778,1,6);0.341326;0.479256;
1399;(2290,0,1);0.341330;0.478914;
1400;(12671,0,13);0.341330;0.478571;
1401;(13987,0,8);0.341330;0.478230;
1402;(14498,1,1);0.341330;0.477889;
1403;(16586,0,19);0.341330;0.477548;
1404;(19210,0,2);0.341330;0.477208;
1405;(33910,0,12);0.341330;0.476868;
1406;(36037,0,1);0.341330;0.476529;
1407;(38733,0,1);0.341330;0.476190;
1408;(38978,0,12);0.341330;0.475852;
1409;(40239,0,4);0.341330;0.475515;
1410;(40767,1,2);0.341330;0.475177;
1411;(42266,0,14);0.341330;0.474841;
1412;(42796,1,6);0.341330;0.474504;
1413;(44140,0,2);0.341330;0.474168;
1414;(44637,0,3);0.341330;0.473833;
1415;(51114,0,12);0.341330;0.473498;
1416;(51589,0,11);0.341330;0.473164;
1417;(51985,0,0);0.341330;0.472830;
1418;(54904,0,3);0.341330;0.472496;
1419;(59177,5,13);0.341330;0.472163;
1420;(66744,0,6);0.341330;0.471831;
1421;(68636,0,3);0.341330;0.471499;
1422;(71377,0,7);0.341330;0.471167;
1423;(71404,2,20);0.341330;0.470836;
1424;(72769,0,3);0.341330;0.470506;
1425;(73045,0,11);0.341330;0.470175;
1426;(73611,0,11);0.341330;0.469846;
1427;(78891,1,5);0.341330;0.469516;
1428;(80796,0,5);0.341330;0.469188;
1429;(82178,0,8);0.341330;0.468859;
1430;(82598,0,5);0.341330;0.468531;
1431;(84804,1,6);0.341330;0.468204;
1432;(90262,0,0);0.341330;0.467877;
1433;(92093,0,9);0.341330;0.467551;
1434;(95416,0,2);0.341330;0.467225;
1435;(101842,0,2);0.341330;0.466899;
1436;(101923,0,1);0.341330;0.466574;
1437;(103656,0,14);0.341330;0.466249;
1438;(104987,0,11);0.341330;0.465925;
1439;(106970,0,11);0.341330;0.465601;
1440;(107480,0,16);0.341330;0.465278;
1441;(108909,0,4);0.341330;0.464955;
1442;(109948,0,13);0.341330;0.464632;
1443;(110360,1,16);0.341330;0.464310;
1444;(113116,0,9);0.341330;0.463989;
1445;(115567,0,17);0.341330;0.463668;
1446;(11355,0,2);0.341380;0.463347;
1447;(7598,2,5);0.341411;0.463027;
1448;(34761,1,0);0.341411;0.462707;
1449;(61657,6,7);0.341411;0.462388;
1450;(73116,2,5);0.341411;0.462069;
1451;(77172,2,5);0.341411;0.461751;
1452;(94397,1,82);0.341411;0.461433;
1453;(6646,7,3);0.341415;0.461115;
1454;(35966,3,6);0.341415;0.460798;
1455;(36604,1,96);0.341415;0.460481;
1456;(78974,3,18);0.341415;0.460165;
1457;(81571,0,68);0.341415;0.459849;
1458;(109036,0,4);0.341432;0.459534;
1459;(6896,7,5);0.341498;0.459219;
1460;(25687,2,0);0.341529;0.458904;
1461;(91166,4,73);0.341659;0.458590;
1462;(93155,0,30);0.341670;0.458276;
1463;(15778,0,15);0.341720;0.457963;
1464;(99552,1,7);0.341752;0.457650;
1465;(43393,2,39);0.341799;0.457338;
1466;(66015,1,1);0.341834;0.457026;
1467;(74067,1,13);0.341896;0.456714;
1468;(70174,0,453);0.341948;0.456403;
1469;(1290,0,29);0.342126;0.456093;
1470;(3433,0,29);0.342126;0.455782;
1471;(5419,0,29);0.342126;0.455472;
1472;(8926,0,2);0.342126;0.455163;
1473;(15134,3,22);0.342126;0.454854;
1474;(24913,0,5);0.342126;0.454545;
1475;(33357,2,11);0.342126;0.454237;
1476;(104525,0,29);0.342126;0.453930;
1477;(92112,0,171);0.342128;0.453622;
1478;(29059,6,24);0.342134;0.453315;
1479;(74842,0,5);0.342137;0.453009;
1480;(4591,2,29);0.342223;0.452703;
1481;(115451,2,28);0.342223;0.452397;
1482;(88004,0,2);0.342269;0.452092;
1483;(63301,0,24);0.342281;0.451787;
1484;(64097,0,35);0.342281;0.451482;
1485;(72589,0,3);0.342281;0.451178;
1486;(94954,0,13);0.342336;0.450875;
1487;(3944,1,17);0.342375;0.450572;
1488;(63534,0,117);0.342438;0.450269;
1489;(27380,3,64);0.342449;0.449966;
1490;(61324,3,1);0.342449;0.449664;
1491;(67755,4,2);0.342449;0.449363;
1492;(98953,0,3);0.342449;0.449062;
1493;(1768,1,31);0.342464;0.448761;
1494;(32957,0,4);0.342464;0.448461;
1495;(103758,6,4);0.342464;0.448161;
1496;(109742,0,7);0.342464;0.447861;
1497;(113405,0,26);0.342464;0.447562;
1498;(30275,0,3);0.342483;0.447263;
1499;(3536,1,6);0.342531;0.446965;
1500;(52533,1,41);0.342561;0.446667;
1501;(112961,0,21);0.342676;0.446369;
1502;(81383,0,5);0.342790;0.446072;
1503;(60933,0,203);0.342861;0.445775;
1504;(8737,1,21);0.342932;0.445479;
1505;(40396,1,360);0.342941;0.445183;
1506;(18475,4,25);0.343068;0.444887;
1507;(36427,7,0);0.343084;0.444592;
1508;(76044,4,569);0.343135;0.444297;
1509;(87329,6,19);0.343139;0.444003;
1510;(73142,0,112);0.343216;0.443709;
1511;(75708,0,113);0.343216;0.443415;
1512;(68167,1,31);0.343288;0.443122;
1513;(96614,1,21);0.343464;0.442829;
1514;(98096,0,26);0.343476;0.442536;
1515;(77401,1,381);0.343588;0.442244;
1516;(95210,1,381);0.343588;0.441952;
1517;(100189,1,0);0.343605;0.441661;
1518;(113267,0,3);0.343607;0.441370;
1519;(48677,0,1);0.343619;0.441080;
1520;(15912,2,25);0.343646;0.440789;
1521;(2914,0,8);0.343654;0.440500;
1522;(16385,0,2);0.343654;0.440210;
1523;(34936,0,7);0.343654;0.439921;
1524;(64073,0,8);0.343654;0.439633;
1525;(73428,0,17);0.343654;0.439344;
1526;(108965,0,10);0.343654;0.439056;
1527;(92112,0,130);0.343683;0.438769;
1528;(23607,1,89);0.343715;0.438482;
1529;(37853,2,4);0.343715;0.438195;
1530;(36973,3,8);0.343750;0.437909;
1531;(50954,3,1);0.343776;0.437622;
1532;(80386,1,11);0.343817;0.437337;
1533;(38722,0,3);0.343854;0.437052;
1534;(93546,4,4);0.343854;0.436767;
1535;(109531,2,52);0.343868;0.436482;
1536;(57895,4,0);0.343878;0.436198;
1537;(75199,1,10);0.343895;0.435914;
1538;(84954,4,521);0.343918;0.435631;
1539;(92230,0,1);0.343952;0.435348;
1540;(68711,2,188);0.344000;0.435065;
1541;(27931,2,5);0.344048;0.434783;
1542;(94563,0,0);0.344084;0.434501;
1543;(11480,1,77);0.344100;0.434219;
1544;(70174,0,499);0.344149;0.433938;
1545;(56744,0,1);0.344149;0.433657;
1546;(112561,3,2);0.344312;0.433376;
1547;(4333,0,5);0.344440;0.433096;
1548;(8148,0,2);0.344440;0.432817;
1549;(14570,0,4);0.344440;0.432537;
1550;(15110,0,1);0.344440;0.432258;
1551;(15531,0,9);0.344440;0.431979;
1552;(16951,0,1);0.344440;0.431701;
1553;(17065,0,7);0.344440;0.431423;
1554;(19659,0,12);0.344440;0.431145;
1555;(27974,2,0);0.344440;0.430868;
1556;(32320,0,6);0.344440;0.430591;
1557;(36514,0,9);0.344440;0.430315;
1558;(37533,0,2);0.344440;0.430039;
1559;(47665,0,3);0.344440;0.429763;
1560;(48573,0,17);0.344440;0.429487;
1561;(60961,0,3);0.344440;0.429212;
1562;(70968,0,0);0.344440;0.428937;
1563;(72902,0,1);0.344440;0.428663;
1564;(80457,0,10);0.344440;0.428389;
1565;(82127,0,19);0.344440;0.428115;
1566;(89075,0,7);0.344440;0.427842;
1567;(111576,0,1);0.344440;0.427569;
1568;(112998,2,0);0.344440;0.427296;
1569;(101388,4,100);0.344446;0.427024;
1570;(76044,3,812);0.344526;0.426752;
1571;(79894,0,7);0.344680;0.426480;
1572;(103642,0,6);0.344727;0.426209;
1573;(78803,0,411);0.344763;0.425938;
1574;(115841,0,449);0.344873;0.425667;
1575;(75622,2,9);0.344958;0.425397;
1576;(53046,1,631);0.344988;0.425127;
1577;(97436,1,5);0.345015;0.424857;
1578;(100477,1,237);0.345139;0.424588;
1579;(50324,1,26);0.345243;0.424319;
1580;(96882,3,31);0.345243;0.424051;
1581;(70174,0,404);0.345252;0.423782;
1582;(35910,0,30);0.345271;0.423515;
1583;(69490,0,41);0.345271;0.423247;
1584;(105874,3,22);0.345402;0.422980;
1585;(17533,2,267);0.345611;0.422713;
1586;(96908,0,154);0.345612;0.422446;
1587;(75049,2,230);0.345723;0.422180;
1588;(11454,1,4);0.345812;0.421914;
1589;(40984,4,5);0.345843;0.421649;
1590;(62844,4,3);0.345843;0.421384;
1591;(76044,3,575);0.345873;0.421119;
1592;(77145,1,36);0.345881;0.420854;
1593;(115702,0,115);0.345882;0.420590;
1594;(17533,1,81);0.345966;0.420326;
1595;(75622,2,2);0.346065;0.420063;
1596;(12194,1,10);0.346095;0.419800;
1597;(37079,4,49);0.346109;0.419537;
1598;(106286,0,2);0.346109;0.419274;
1599;(40984,4,1);0.346109;0.419012;
1600;(67291,4,4);0.346109;0.418750;
1601;(115848,0,3);0.346250;0.418488;
1602;(52249,0,0);0.346275;0.418227;
1603;(28602,0,54);0.346331;0.417966;
1604;(7821,0,8);0.346358;0.417706;
1605;(30080,5,2);0.346400;0.417445;
1606;(109498,2,32);0.346400;0.417186;
1607;(107526,0,3);0.346430;0.416926;
1608;(24227,0,31);0.346440;0.416667;
1609;(19613,4,26);0.346474;0.416408;
1610;(53216,2,0);0.346626;0.416149;
1611;(48878,2,2);0.346634;0.415891;
1612;(69565,1,9);0.346634;0.415633;
1613;(54975,2,10);0.346648;0.415375;
1614;(21354,2,4);0.346655;0.415118;
1615;(36604,1,51);0.346664;0.414861;
1616;(43967,3,10);0.346680;0.414604;
1617;(9822,1,7);0.346683;0.414348;
1618;(13071,1,7);0.346683;0.414091;
1619;(14261,1,7);0.346683;0.413836;
1620;(18223,1,7);0.346683;0.413580;
1621;(26091,1,7);0.346683;0.413325;
1622;(82518,1,8);0.346683;0.413070;
1623;(84157,0,6);0.346683;0.412816;
1624;(113146,1,7);0.346683;0.412562;
1625;(116278,1,8);0.346683;0.412308;
1626;(93740,1,8);0.346684;0.412054;
1627;(103137,2,0);0.346686;0.411801;
1628;(100528,3,25);0.346753;0.411548;
1629;(89483,1,4);0.346809;0.411295;
1630;(17228,3,40);0.346899;0.411043;
1631;(102789,2,3);0.346921;0.410791;
1632;(11519,6,7);0.347021;0.410539;
1633;(5181,3,13);0.347100;0.410288;
1634;(27710,0,25);0.347104;0.410037;
1635;(621,1,8);0.347133;0.409786;
1636;(18617,2,485);0.347174;0.409535;
1637;(100824,1,1);0.347184;0.409285;
1638;(100824,2,0);0.347184;0.409035;
1639;(78966,1,21);0.347210;0.408786;
1640;(105874,1,1429);0.347249;0.408537;
1641;(107410,4,25);0.347400;0.408288;
1642;(109600,2,25);0.347400;0.408039;
1643;(114869,1,0);0.347400;0.407791;
1644;(8772,1,67);0.347427;0.407543;
1645;(27761,2,0);0.347427;0.407295;
1646;(68167,1,0);0.347427;0.407047;
1647;(9098,0,15);0.347480;0.406800;
1648;(48696,0,13);0.347480;0.406553;
1649;(51201,2,25);0.347522;0.406307;
1650;(63120,3,951);0.347549;0.406061;
1651;(108154,3,23);0.347552;0.405815;
1652;(76044,3,1158);0.347552;0.405569;
1653;(99846,1,8);0.347600;0.405324;
1654;(3393,0,3);0.347610;0.405079;
1655;(11593,0,0);0.347610;0.404834;
1656;(26643,0,1);0.347610;0.404589;
1657;(28040,0,0);0.347610;0.404345;
1658;(28991,0,1);0.347610;0.404101;
1659;(35731,0,0);0.347610;0.403858;
1660;(46835,0,1);0.347610;0.403614;
1661;(58792,0,1);0.347610;0.403371;
1662;(80066,0,1);0.347610;0.403129;
1663;(102949,0,3);0.347610;0.402886;
1664;(105081,0,0);0.347610;0.402644;
1665;(65536,0,32);0.347621;0.402402;
1666;(68766,0,32);0.347621;0.402161;
1667;(18746,11,5);0.347631;0.401920;
1668;(70137,1,10);0.347631;0.401679;
1669;(87107,3,29);0.347717;0.401438;
1670;(87329,6,86);0.347736;0.401198;
1671;(107125,2,9);0.347784;0.400958;
1672;(103505,3,3);0.347822;0.400718;
1673;(17623,1,1);0.347823;0.400478;
1674;(57197,8,14);0.347856;0.400239;
1675;(45456,3,34);0.347927;0.400000;
1676;(32981,0,103);0.348013;0.399761;
1677;(26854,0,41);0.348105;0.399523;
1678;(73966,2,13);0.348124;0.399285;
1679;(5221,0,25);0.348145;0.399047;
1680;(109660,0,0);0.348205;0.398810;
1681;(81571,0,70);0.348235;0.398572;
1682;(18,1,1);0.348236;0.398335;
1683;(11941,1,1);0.348236;0.398099;
1684;(22344,1,1);0.348236;0.397862;
1685;(95276,1,1);0.348236;0.397626;
1686;(33754,4,13);0.348286;0.397390;
1687;(108973,1,5);0.348291;0.397155;
1688;(99591,1,23);0.348400;0.396919;
1689;(116358,0,6);0.348401;0.396684;
1690;(112285,0,62);0.348651;0.396450;
1691;(25465,1,13);0.348813;0.396215;
1692;(90363,1,5);0.348813;0.395981;
1693;(94429,4,244);0.348813;0.395747;
1694;(111233,4,244);0.348813;0.395514;
1695;(17925,4,1);0.348835;0.395280;
1696;(65217,0,5);0.348882;0.395047;
1697;(30920,2,7);0.348896;0.394814;
1698;(32981,0,187);0.348896;0.394582;
1699;(37079,4,10);0.348938;0.394350;
1700;(107410,4,58);0.348938;0.394118;
1701;(109531,2,54);0.348938;0.393886;
1702;(5579,0,0);0.349071;0.393655;
1703;(19627,0,0);0.349071;0.393423;
1704;(110949,1,165);0.349075;0.393192;
1705;(113108,0,9);0.349160;0.392962;
1706;(44939,2,67);0.349164;0.392732;
1707;(7927,3,13);0.349191;0.392501;
1708;(43531,2,58);0.349212;0.392272;
1709;(1719,1,17);0.349272;0.392042;
1710;(95984,1,20);0.349282;0.391813;
1711;(113772,0,3);0.349320;0.391584;
1712;(16876,8,190);0.349387;0.391355;
1713;(23499,3,4);0.349400;0.391127;
1714;(31,0,618);0.349500;0.390898;
1715;(94018,0,592);0.349500;0.390671;
1716;(100118,0,352);0.349500;0.390443;
1717;(68938,6,3);0.349557;0.390215;
1718;(94429,4,99);0.349557;0.389988;
1719;(111233,4,99);0.349557;0.389761;
1720;(68540,0,4);0.349591;0.389535;
1721;(83292,5,1);0.349591;0.389309;
1722;(84804,1,2);0.349591;0.389082;
1723;(106071,1,1);0.349591;0.388857;
1724;(111392,0,138);0.349600;0.388631;
1725;(12515,3,41);0.349608;0.388406;
1726;(8772,1,34);0.349678;0.388181;
1727;(58041,0,13);0.349678;0.387956;
1728;(115451,2,27);0.349678;0.387731;
1729;(66007,4,14);0.349704;0.387507;
1730;(30700,0,0);0.349717;0.387283;
1731;(60713,0,262);0.349739;0.387060;
1732;(90579,0,249);0.349739;0.386836;
1733;(69079,0,64);0.349751;0.386613;
1734;(71635,2,37);0.349790;0.386390;
1735;(115841,0,454);0.349831;0.386167;
1736;(96200,0,1);0.349839;0.385945;
1737;(58363,3,8);0.349893;0.385723;
1738;(53046,1,466);0.349912;0.385501;
1739;(53251,0,0);0.349950;0.385279;
1740;(28188,1,1);0.349962;0.385057;
1741;(112069,6,19);0.349996;0.384836;
1742;(70174,0,760);0.350009;0.384615;
1743;(83928,2,3);0.350054;0.384395;
1744;(113405,0,3);0.350054;0.384174;
1745;(74978,0,55);0.350077;0.383954;
1746;(25708,0,213);0.350135;0.383734;
1747;(100302,1,780);0.350137;0.383515;
1748;(5662,0,246);0.350179;0.383295;
1749;(82928,9,24);0.350250;0.383076;
1750;(111058,2,27);0.350261;0.382857;
1751;(8772,1,73);0.350281;0.382638;
1752;(104285,3,13);0.350327;0.382420;
1753;(37079,4,12);0.350338;0.382202;
1754;(7500,2,40);0.350353;0.381984;
1755;(32981,1,97);0.350353;0.381766;
1756;(44939,0,4);0.350386;0.381549;
1757;(3066,3,47);0.350389;0.381332;
1758;(15353,3,16);0.350389;0.381115;
1759;(37541,3,23);0.350389;0.380898;
1760;(19613,4,35);0.350424;0.380682;
1761;(76044,3,813);0.350444;0.380466;
1762;(46025,2,59);0.350450;0.380250;
1763;(72361,0,0);0.350477;0.380034;
1764;(18287,1,476);0.350495;0.379819;
1765;(54058,7,16);0.350504;0.379603;
1766;(61658,1,8);0.350504;0.379388;
1767;(30065,2,10);0.350558;0.379174;
1768;(80265,5,15);0.350558;0.378959;
1769;(36604,3,51);0.350584;0.378745;
1770;(104472,1,43);0.350584;0.378531;
1771;(107410,1,38);0.350584;0.378317;
1772;(40251,3,69);0.350645;0.378104;
1773;(74315,0,5);0.350692;0.377891;
1774;(95845,0,4);0.350692;0.377678;
1775;(103172,2,0);0.350693;0.377465;
1776;(11860,1,9);0.350716;0.377252;
1777;(36120,1,21);0.350716;0.377040;
1778;(68099,1,14);0.350716;0.376828;
1779;(95822,1,57);0.350716;0.376616;
1780;(107752,1,15);0.350716;0.376404;
1781;(75118,2,23);0.350763;0.376193;
1782;(11708,0,0);0.350793;0.375982;
1783;(30802,1,27);0.350804;0.375771;
1784;(25339,3,19);0.350842;0.375561;
1785;(35898,3,25);0.350842;0.375350;
1786;(43107,3,19);0.350842;0.375140;
1787;(36194,1,2);0.350955;0.374930;
1788;(37610,1,2);0.350955;0.374720;
1789;(98936,1,156);0.350969;0.374511;
1790;(96908,1,165);0.351003;0.374302;
1791;(104950,0,739);0.351052;0.374093;
1792;(116219,0,739);0.351052;0.373884;
1793;(98270,3,9);0.351083;0.373675;
1794;(26330,0,124);0.351102;0.373467;
1795;(45127,1,104);0.351116;0.373259;
1796;(116183,1,21);0.351123;0.373051;
1797;(16858,1,37);0.351127;0.372844;
1798;(115774,1,468);0.351129;0.372636;
1799;(20782,2,42);0.351143;0.372429;
1800;(27378,2,26);0.351218;0.372222;
1801;(98024,1,1740);0.351219;0.372016;
1802;(9897,1,11);0.351238;0.371809;
1803;(23433,2,3);0.351261;0.371603;
1804;(79820,1,0);0.351289;0.371397;
1805;(75388,1,0);0.351358;0.371191;
1806;(100125,3,52);0.351467;0.370986;
1807;(43813,0,3);0.351483;0.370780;
1808;(25853,0,20);0.351531;0.370575;
1809;(75680,1,504);0.351553;0.370370;
1810;(81383,0,0);0.351590;0.370166;
1811;(4591,2,66);0.351611;0.369961;
1812;(115451,2,66);0.351611;0.369757;
1813;(76044,3,743);0.351667;0.369553;
1814;(94019,2,19);0.351746;0.369350;
1815;(35709,1,21);0.351794;0.369146;
1816;(28736,0,58);0.351846;0.368943;
1817;(94066,0,9);0.351868;0.368740;
1818;(100883,2,6);0.351921;0.368537;
1819;(76284,1,4);0.351955;0.368334;
1820;(111412,0,1240);0.351973;0.368132;
1821;(86871,2,43);0.352032;0.367930;
1822;(77930,0,9);0.352036;0.367728;
1823;(78803,0,414);0.352036;0.367526;
1824;(106625,4,6);0.352086;0.367325;
1825;(3844,2,3);0.352101;0.367123;
1826;(21848,0,4);0.352149;0.366922;
1827;(109531,2,53);0.352170;0.366721;
1828;(115642,4,0);0.352170;0.366521;
1829;(67852,3,34);0.352185;0.366320;
1830;(89709,1,3);0.352311;0.366120;
1831;(99126,0,2);0.352363;0.365920;
1832;(24645,0,83);0.352458;0.365721;
1833;(19613,4,32);0.352501;0.365521;
1834;(56588,2,76);0.352549;0.365322;
1835;(83810,3,326);0.352552;0.365123;
1836;(18758,0,5);0.352579;0.364924;
1837;(86463,0,5);0.352579;0.364725;
1838;(53046,1,564);0.352644;0.364527;
1839;(93970,3,126);0.352666;0.364328;
1840;(108064,1,1);0.352678;0.364130;
1841;(27852,9,3);0.352728;0.363933;
1842;(115451,2,32);0.352787;0.363735;
1843;(24048,0,0);0.352830;0.363538;
1844;(48326,0,0);0.352830;0.363341;
1845;(75768,0,0);0.352830;0.363144;
1846;(9897,1,1);0.352836;0.362947;
1847;(70486,1,0);0.352857;0.362750;
1848;(76044,3,574);0.352893;0.362554;
1849;(71524,0,6);0.352914;0.362358;
1850;(11223,1,20);0.352927;0.362162;
1851;(38566,1,0);0.352927;0.361966;
1852;(101050,1,1);0.352927;0.361771;
1853;(49762,0,10);0.352979;0.361576;
1854;(91634,1,174);0.353021;0.361381;
1855;(45139,1,13);0.353063;0.361186;
1856;(66524,4,64);0.353107;0.360991;
1857;(41235,2,2);0.353109;0.360797;
1858;(108345,19,17);0.353136;0.360603;
1859;(62489,1,1034);0.353139;0.360409;
1860;(76044,3,1250);0.353155;0.360215;
1861;(323,1,1);0.353176;0.360022;
1862;(43432,0,7);0.353187;0.359828;
1863;(27180,0,67);0.353189;0.359635;
1864;(57197,4,0);0.353222;0.359442;
1865;(57197,6,0);0.353222;0.359249;
1866;(16041,1,0);0.353309;0.359057;
1867;(62489,2,136);0.353364;0.358864;
1868;(7094,1,34);0.353401;0.358672;
1869;(94429,4,79);0.353433;0.358480;
1870;(97436,1,9);0.353433;0.358289;
1871;(111233,4,79);0.353433;0.358097;
1872;(3844,0,23);0.353471;0.357906;
1873;(38861,1,2);0.353488;0.357715;
1874;(24800,2,0);0.353533;0.357524;
1875;(84737,0,5);0.353734;0.357333;
1876;(90837,0,0);0.353746;0.357143;
1877;(14027,0,11);0.353762;0.356953;
1878;(29163,0,11);0.353762;0.356762;
1879;(44173,0,11);0.353762;0.356573;
1880;(65078,0,11);0.353762;0.356383;
1881;(79935,0,13);0.353762;0.356194;
1882;(81237,0,12);0.353762;0.356004;
1883;(92167,0,14);0.353762;0.355815;
1884;(92675,0,11);0.353762;0.355626;
1885;(110694,0,11);0.353762;0.355438;
1886;(83850,2,5);0.353785;0.355249;
1887;(74327,1,0);0.353786;0.355061;
1888;(84804,1,0);0.353786;0.354873;
1889;(93148,1,1);0.353786;0.354685;
1890;(19762,0,2);0.353789;0.354497;
1891;(51760,0,9);0.353789;0.354310;
1892;(78653,0,8);0.353799;0.354123;
1893;(95904,0,117);0.353825;0.353936;
1894;(81755,0,14);0.353871;0.353749;
1895;(19101,0,37);0.353882;0.353562;
1896;(52817,1,1);0.353902;0.353376;
1897;(64454,2,73);0.353953;0.353189;
1898;(23788,1,26);0.354023;0.353003;
1899;(32318,2,86);0.354076;0.352817;
1900;(77662,1,768);0.354104;0.352632;
1901;(86870,0,7);0.354104;0.352446;
1902;(112670,3,8);0.354221;0.352261;
1903;(83928,2,40);0.354249;0.352076;
1904;(93970,3,189);0.354249;0.351891;
1905;(109498,2,39);0.354249;0.351706;
1906;(106211,0,36);0.354336;0.351522;
1907;(4858,0,7);0.354339;0.351337;
1908;(107054,0,7);0.354339;0.351153;
1909;(26511,0,932);0.354405;0.350969;
1910;(111979,0,2);0.354432;0.350785;
1911;(20578,3,9);0.354440;0.350602;
1912;(114575,0,115);0.354471;0.350418;
1913;(28602,0,91);0.354558;0.350235;
1914;(44958,1,19);0.354634;0.350052;
1915;(50483,2,6);0.354715;0.349869;
1916;(2080,0,1);0.354723;0.349687;
1917;(7610,0,1);0.354723;0.349504;
1918;(8067,0,1);0.354723;0.349322;
1919;(10297,0,1);0.354723;0.349140;
1920;(11653,0,1);0.354723;0.348958;
1921;(13589,0,1);0.354723;0.348777;
1922;(13742,0,1);0.354723;0.348595;
1923;(14403,0,1);0.354723;0.348414;
1924;(18407,0,1);0.354723;0.348233;
1925;(19198,1,11);0.354723;0.348052;
1926;(24333,0,2);0.354723;0.347871;
1927;(24852,1,10);0.354723;0.347691;
1928;(24984,0,1);0.354723;0.347510;
1929;(25857,0,1);0.354723;0.347330;
1930;(28050,0,1);0.354723;0.347150;
1931;(28620,0,1);0.354723;0.346970;
1932;(33150,0,1);0.354723;0.346791;
1933;(36175,0,1);0.354723;0.346611;
1934;(39130,0,1);0.354723;0.346432;
1935;(39654,0,1);0.354723;0.346253;
1936;(43885,0,1);0.354723;0.346074;
1937;(44244,0,1);0.354723;0.345896;
1938;(44266,0,1);0.354723;0.345717;
1939;(44558,0,1);0.354723;0.345539;
1940;(45013,0,1);0.354723;0.345361;
1941;(46413,0,1);0.354723;0.345183;
1942;(46667,0,1);0.354723;0.345005;
1943;(48986,0,1);0.354723;0.344828;
1944;(50863,0,1);0.354723;0.344650;
1945;(51744,0,1);0.354723;0.344473;
1946;(55771,0,1);0.354723;0.344296;
1947;(58359,1,5);0.354723;0.344119;
1948;(58917,0,1);0.354723;0.343942;
1949;(59201,0,1);0.354723;0.343766;
