k;s;d;recall;
1951;(7821,0,8);0.325428;0.331112;
1952;(30065,2,18);0.325468;0.330943;
1953;(97652,1,6);0.325513;0.330773;
1954;(111412,0,566);0.325529;0.330604;
1955;(99223,0,71);0.325560;0.330435;
1956;(4363,0,492);0.325622;0.330266;
1957;(52353,0,24);0.325669;0.330097;
1958;(45717,0,83);0.325738;0.329928;
1959;(87657,1,83);0.325744;0.329760;
1960;(20840,2,4);0.325744;0.329592;
1961;(764,2,17);0.325776;0.329424;
1962;(83810,3,118);0.325790;0.329256;
1963;(52264,0,52);0.325812;0.329088;
1964;(14394,6,0);0.325830;0.328921;
1965;(32638,2,4);0.325830;0.328753;
1966;(32652,0,0);0.325830;0.328586;
1967;(57296,6,0);0.325830;0.328419;
1968;(103758,6,0);0.325830;0.328252;
1969;(107410,4,28);0.325830;0.328085;
1970;(96745,1,1);0.325831;0.327919;
1971;(3020,0,94);0.325835;0.327752;
1972;(10288,3,8);0.325835;0.327586;
1973;(112102,3,45);0.325841;0.327420;
1974;(11633,0,1);0.325843;0.327254;
1975;(61088,0,16);0.325852;0.327089;
1976;(61088,1,16);0.325852;0.326923;
1977;(88679,4,209);0.325872;0.326758;
1978;(106295,1,27);0.325966;0.326593;
1979;(2314,1,1);0.326016;0.326427;
1980;(6264,0,1);0.326029;0.326263;
1981;(19036,0,2);0.326095;0.326098;
1982;(26336,1,2);0.326095;0.325933;
1983;(32819,1,30);0.326095;0.325769;
1984;(47860,0,16);0.326095;0.325605;
1985;(57765,0,3);0.326095;0.325441;
1986;(61332,0,7);0.326095;0.325277;
1987;(74774,0,0);0.326095;0.325113;
1988;(84390,0,0);0.326095;0.324950;
1989;(93581,0,0);0.326095;0.324786;
1990;(96034,0,1);0.326095;0.324623;
1991;(101951,0,4);0.326095;0.324460;
1992;(103462,0,12);0.326095;0.324297;
1993;(110730,0,8);0.326095;0.324134;
1994;(115017,1,1);0.326095;0.323972;
1995;(53046,1,424);0.326110;0.323810;
1996;(6615,3,6);0.326161;0.323647;
1997;(39526,4,23);0.326161;0.323485;
1998;(63025,3,0);0.326161;0.323323;
1999;(82465,0,7);0.326161;0.323162;
2000;(93093,1,38);0.326161;0.323000;
2001;(44346,4,29);0.326191;0.322839;
2002;(18154,0,21);0.326201;0.322677;
2003;(104436,0,10);0.326204;0.322516;
2004;(33777,5,225);0.326206;0.322355;
2005;(68167,1,14);0.326210;0.322195;
2006;(61852,1,0);0.326238;0.322034;
2007;(87657,1,88);0.326242;0.321873;
2008;(80388,1,4);0.326347;0.321713;
2009;(12754,4,14);0.326385;0.321553;
2010;(23202,4,14);0.326385;0.321393;
2011;(8237,1,9);0.326414;0.321233;
2012;(15851,3,5);0.326414;0.321074;
2013;(18653,3,10);0.326414;0.320914;
2014;(19556,1,9);0.326414;0.320755;
2015;(33081,3,20);0.326414;0.320596;
2016;(40831,1,2);0.326414;0.320437;
2017;(41127,1,7);0.326414;0.320278;
2018;(42796,1,10);0.326414;0.320119;
2019;(56743,1,6);0.326414;0.319960;
2020;(83770,1,0);0.326414;0.319802;
2021;(86041,1,5);0.326414;0.319644;
2022;(107894,1,3);0.326414;0.319486;
2023;(115607,0,2);0.326417;0.319328;
2024;(45001,1,44);0.326429;0.319170;
2025;(107410,3,43);0.326429;0.319012;
2026;(84507,3,12);0.326515;0.318855;
2027;(94429,4,82);0.326515;0.318698;
2028;(111233,4,82);0.326515;0.318540;
2029;(102928,1,76);0.326531;0.318383;
2030;(113108,0,9);0.326549;0.318227;
2031;(69079,0,64);0.326659;0.318070;
2032;(37147,0,33);0.326661;0.317913;
2033;(32031,0,0);0.326695;0.317757;
2034;(17925,4,8);0.326696;0.317601;
2035;(19762,0,2);0.326705;0.317445;
2036;(28875,1,76);0.326736;0.317289;
2037;(111058,2,23);0.326798;0.317133;
2038;(71912,0,21);0.326814;0.316977;
2039;(30920,0,2);0.326925;0.316822;
2040;(89587,1,136);0.326971;0.316667;
2041;(14818,0,4);0.327007;0.316512;
2042;(74217,0,4);0.327007;0.316357;
2043;(110949,1,11);0.327119;0.316202;
2044;(84892,0,2);0.327141;0.316047;
2045;(106388,0,0);0.327141;0.315892;
2046;(30217,0,14);0.327170;0.315738;
2047;(30217,1,79);0.327170;0.315584;
2048;(98936,1,635);0.327183;0.315430;
2049;(66581,0,70);0.327272;0.315276;
2050;(7383,2,314);0.327326;0.315122;
2051;(94954,4,6);0.327341;0.314968;
2052;(53216,2,0);0.327344;0.314815;
2053;(108421,3,9);0.327354;0.314661;
2054;(65409,0,133);0.327355;0.314508;
2055;(95186,1,1);0.327433;0.314355;
2056;(87952,0,6);0.327434;0.314202;
2057;(84061,1,44);0.327478;0.314050;
2058;(91166,4,103);0.327507;0.313897;
2059;(62489,1,1261);0.327561;0.313745;
2060;(67006,0,5);0.327566;0.313592;
2061;(97287,5,5);0.327613;0.313440;
2062;(84954,3,1025);0.327674;0.313288;
2063;(76044,3,1250);0.327679;0.313136;
2064;(32981,0,83);0.327700;0.312984;
2065;(76921,0,48);0.327736;0.312833;
2066;(103712,3,56);0.327822;0.312681;
2067;(110949,1,75);0.327831;0.312530;
2068;(18617,4,62);0.327843;0.312379;
2069;(53046,1,422);0.327857;0.312228;
2070;(65954,2,1);0.327895;0.312077;
2071;(82637,1,17);0.327907;0.311927;
2072;(63714,3,545);0.327914;0.311776;
2073;(4149,1,0);0.327944;0.311626;
2074;(109664,4,0);0.327968;0.311475;
2075;(65779,0,2);0.328019;0.311325;
2076;(18562,0,33);0.328068;0.311175;
2077;(54946,0,33);0.328068;0.311026;
2078;(77008,0,33);0.328068;0.310876;
2079;(116340,0,33);0.328068;0.310726;
2080;(35241,3,25);0.328129;0.310577;
2081;(88679,2,330);0.328142;0.310428;
2082;(40251,2,133);0.328207;0.310279;
2083;(114502,2,43);0.328207;0.310130;
2084;(70174,0,741);0.328236;0.309981;
2085;(28921,1,612);0.328237;0.309832;
2086;(43875,1,94);0.328237;0.309684;
2087;(54015,0,451);0.328237;0.309535;
2088;(65142,1,224);0.328237;0.309387;
2089;(71326,1,21);0.328237;0.309239;
2090;(73013,0,355);0.328237;0.309091;
2091;(76458,3,54);0.328237;0.308943;
2092;(77094,1,21);0.328237;0.308795;
2093;(91462,1,224);0.328237;0.308648;
2094;(94993,1,94);0.328237;0.308500;
2095;(106538,1,451);0.328237;0.308353;
2096;(105667,1,17);0.328268;0.308206;
2097;(36732,1,4);0.328308;0.308059;
2098;(1970,1,0);0.328329;0.307912;
2099;(52605,0,29);0.328360;0.307766;
2100;(100940,0,25);0.328360;0.307619;
2101;(109490,0,41);0.328360;0.307473;
2102;(87899,0,51);0.328378;0.307326;
2103;(98137,1,19);0.328381;0.307180;
2104;(108894,0,69);0.328437;0.307034;
2105;(52987,1,1);0.328473;0.306888;
2106;(43676,1,7);0.328483;0.306743;
2107;(69005,1,31);0.328498;0.306597;
2108;(18461,1,17);0.328510;0.306452;
2109;(361,4,95);0.328526;0.306306;
2110;(46676,0,189);0.328573;0.306161;
2111;(112208,2,22);0.328623;0.306016;
2112;(103019,2,6);0.328638;0.305871;
2113;(18099,0,194);0.328663;0.305726;
2114;(66886,2,17);0.328713;0.305582;
2115;(77809,2,17);0.328713;0.305437;
2116;(34818,1,10);0.328790;0.305293;
2117;(5279,0,18);0.328800;0.305149;
2118;(98002,0,10);0.328800;0.305005;
2119;(74577,2,102);0.328804;0.304861;
2120;(27326,0,181);0.328831;0.304717;
2121;(49843,7,71);0.328836;0.304573;
2122;(87657,1,57);0.328875;0.304430;
2123;(72981,1,50);0.328946;0.304286;
2124;(16717,2,4);0.328979;0.304143;
2125;(73142,0,889);0.329052;0.304000;
2126;(75708,0,889);0.329052;0.303857;
2127;(96849,4,2);0.329065;0.303714;
2128;(21848,0,4);0.329139;0.303571;
2129;(4538,2,3);0.329153;0.303429;
2130;(5282,2,8);0.329153;0.303286;
2131;(6841,2,6);0.329153;0.303144;
2132;(9531,2,13);0.329153;0.303002;
2133;(11440,2,2);0.329153;0.302860;
2134;(14003,2,14);0.329153;0.302718;
2135;(14522,2,6);0.329153;0.302576;
2136;(14861,2,2);0.329153;0.302434;
2137;(18503,2,10);0.329153;0.302293;
2138;(18682,2,1);0.329153;0.302152;
2139;(20613,2,8);0.329153;0.302010;
2140;(20664,2,32);0.329153;0.301869;
2141;(21869,2,8);0.329153;0.301728;
2142;(23467,2,4);0.329153;0.301587;
2143;(27771,2,8);0.329153;0.301447;
2144;(32211,2,18);0.329153;0.301306;
2145;(36448,2,29);0.329153;0.301165;
2146;(47607,2,9);0.329153;0.301025;
2147;(48193,2,7);0.329153;0.300885;
2148;(52063,2,15);0.329153;0.300745;
2149;(52888,2,4);0.329153;0.300605;
2150;(58918,2,21);0.329153;0.300465;
2151;(64993,2,2);0.329153;0.300325;
2152;(65170,2,2);0.329153;0.300186;
2153;(71742,2,2);0.329153;0.300046;
2154;(73299,2,18);0.329153;0.299907;
2155;(76637,2,3);0.329153;0.299768;
2156;(79955,2,2);0.329153;0.299629;
2157;(87010,2,16);0.329153;0.299490;
2158;(88761,2,22);0.329153;0.299351;
2159;(89735,2,21);0.329153;0.299213;
2160;(89986,2,25);0.329153;0.299074;
2161;(91382,2,3);0.329153;0.298936;
2162;(99489,2,2);0.329153;0.298797;
2163;(105590,2,20);0.329153;0.298659;
2164;(105935,2,7);0.329153;0.298521;
2165;(108775,2,17);0.329153;0.298383;
2166;(109618,2,19);0.329153;0.298246;
2167;(115215,2,2);0.329153;0.298108;
2168;(68167,1,21);0.329163;0.297970;
2169;(90174,2,1);0.329163;0.297833;
2170;(12807,2,34);0.329172;0.297696;
2171;(90682,6,23);0.329176;0.297559;
2172;(110370,2,1);0.329231;0.297422;
2173;(7824,0,1);0.329246;0.297285;
2174;(30393,1,0);0.329246;0.297148;
2175;(88235,1,0);0.329246;0.297011;
2176;(764,2,4);0.329246;0.296875;
2177;(89587,1,180);0.329273;0.296739;
2178;(4499,0,4);0.329291;0.296602;
2179;(7059,0,4);0.329291;0.296466;
2180;(10348,0,4);0.329291;0.296330;
2181;(49189,0,4);0.329291;0.296194;
2182;(54903,0,4);0.329291;0.296059;
2183;(57878,0,4);0.329291;0.295923;
2184;(68836,0,4);0.329291;0.295788;
2185;(73359,0,4);0.329291;0.295652;
2186;(74404,0,4);0.329291;0.295517;
2187;(83430,0,4);0.329291;0.295382;
2188;(84969,0,4);0.329291;0.295247;
2189;(111555,0,4);0.329291;0.295112;
2190;(32628,2,43);0.329328;0.294977;
2191;(35833,2,46);0.329369;0.294843;
2192;(24853,3,12);0.329371;0.294708;
2193;(7599,0,118);0.329400;0.294574;
2194;(43878,0,153);0.329418;0.294439;
2195;(9897,1,24);0.329434;0.294305;
2196;(103019,2,1);0.329435;0.294171;
2197;(63534,0,294);0.329551;0.294037;
2198;(63211,0,115);0.329567;0.293904;
2199;(109999,1,5);0.329640;0.293770;
2200;(29873,0,382);0.329748;0.293636;
2201;(70174,0,523);0.329769;0.293503;
2202;(85328,0,1);0.329774;0.293370;
2203;(63714,3,461);0.329837;0.293236;
2204;(76044,3,306);0.329845;0.293103;
2205;(23821,0,23);0.329867;0.292971;
2206;(60401,1,16);0.329885;0.292838;
2207;(3680,1,10);0.329938;0.292705;
2208;(56887,1,0);0.329951;0.292572;
2209;(2758,1,102);0.330008;0.292440;
2210;(68736,0,116);0.330058;0.292308;
2211;(33665,0,67);0.330112;0.292175;
2212;(110757,0,43);0.330112;0.292043;
2213;(30920,0,3);0.330136;0.291911;
2214;(95574,0,115);0.330148;0.291780;
2215;(18154,0,15);0.330214;0.291648;
2216;(3525,0,8);0.330349;0.291516;
2217;(6166,0,26);0.330360;0.291385;
2218;(89806,2,829);0.330399;0.291253;
2219;(80768,1,1);0.330412;0.291122;
2220;(84706,2,3);0.330444;0.290991;
2221;(104472,1,48);0.330444;0.290860;
2222;(108580,1,2);0.330448;0.290729;
2223;(17147,3,1);0.330522;0.290598;
2224;(374,8,7);0.330523;0.290468;
2225;(100506,1,13);0.330545;0.290337;
2226;(90837,0,0);0.330626;0.290207;
2227;(17293,2,58);0.330639;0.290076;
2228;(32842,0,4);0.330639;0.289946;
2229;(77662,2,106);0.330640;0.289816;
2230;(102151,0,172);0.330692;0.289686;
2231;(45001,2,61);0.330732;0.289556;
2232;(102568,1,19);0.330750;0.289427;
2233;(96375,1,5);0.330842;0.289297;
2234;(106814,1,179);0.330879;0.289167;
2235;(109036,0,4);0.330926;0.289038;
2236;(25853,0,20);0.331020;0.288909;
2237;(522,1,1);0.331037;0.288780;
2238;(19754,5,12);0.331076;0.288651;
2239;(100684,1,11);0.331076;0.288522;
2240;(28126,1,0);0.331099;0.288393;
2241;(84459,0,0);0.331101;0.288264;
2242;(88817,1,4);0.331114;0.288136;
2243;(18287,1,19);0.331126;0.288007;
2244;(97357,0,0);0.331138;0.287879;
2245;(20183,1,10);0.331173;0.287751;
2246;(76044,3,1251);0.331193;0.287622;
2247;(14242,0,52);0.331202;0.287494;
2248;(75543,0,0);0.331227;0.287367;
2249;(24032,0,94);0.331227;0.287239;
2250;(9541,2,7);0.331240;0.287111;
2251;(115548,2,7);0.331240;0.286984;
2252;(50847,3,1);0.331283;0.286856;
2253;(105874,1,1432);0.331300;0.286729;
2254;(20782,2,44);0.331353;0.286602;
2255;(12744,3,6);0.331354;0.286474;
2256;(31236,3,0);0.331354;0.286348;
2257;(32981,0,176);0.331354;0.286221;
2258;(88627,0,8);0.331354;0.286094;
2259;(32051,0,11);0.331375;0.285967;
2260;(47646,3,23);0.331378;0.285841;
2261;(108575,0,106);0.331387;0.285714;
2262;(3181,2,8);0.331387;0.285588;
2263;(16622,1,391);0.331417;0.285462;
2264;(40095,1,49);0.331417;0.285336;
2265;(14422,0,26);0.331470;0.285210;
2266;(48538,1,2);0.331618;0.285084;
2267;(60933,0,43);0.331639;0.284958;
2268;(934,2,81);0.331662;0.284832;
2269;(67031,2,78);0.331662;0.284707;
2270;(90579,2,66);0.331662;0.284582;
2271;(90051,0,210);0.331686;0.284456;
2272;(11283,0,25);0.331730;0.284331;
2273;(42808,2,10);0.331808;0.284206;
2274;(69394,1,0);0.331808;0.284081;
2275;(84507,3,16);0.331808;0.283956;
2276;(88475,4,1);0.331841;0.283831;
2277;(45001,4,27);0.331883;0.283707;
2278;(63159,0,99);0.331912;0.283582;
2279;(84954,4,911);0.332029;0.283458;
2280;(88173,2,14);0.332032;0.283333;
2281;(60933,0,301);0.332041;0.283209;
2282;(47559,0,35);0.332074;0.283085;
2283;(105607,0,38);0.332082;0.282961;
2284;(100609,4,13);0.332123;0.282837;
2285;(99023,8,5);0.332137;0.282713;
2286;(24054,3,2);0.332191;0.282590;
2287;(69897,4,58);0.332196;0.282466;
2288;(27880,0,2);0.332202;0.282343;
2289;(28317,0,6);0.332220;0.282219;
2290;(111522,1,23);0.332260;0.282096;
2291;(9168,0,48);0.332303;0.281973;
2292;(76044,3,1243);0.332317;0.281850;
2293;(17533,2,76);0.332362;0.281727;
2294;(60021,1,17);0.332394;0.281604;
2295;(7821,0,5);0.332431;0.281481;
2296;(73966,2,15);0.332501;0.281359;
2297;(105848,2,10);0.332549;0.281236;
2298;(2758,0,258);0.332555;0.281114;
2299;(83486,4,19);0.332563;0.280992;
2300;(42483,2,154);0.332566;0.280870;
2301;(42808,2,1);0.332629;0.280748;
2302;(109426,1,482);0.332632;0.280626;
2303;(28882,1,44);0.332638;0.280504;
2304;(105716,2,1);0.332679;0.280382;
2305;(106286,0,1);0.332679;0.280260;
2306;(30920,2,8);0.332705;0.280139;
2307;(84112,0,2);0.332742;0.280017;
2308;(65268,7,0);0.332804;0.279896;
2309;(88679,4,106);0.332839;0.279775;
2310;(83379,0,8);0.332876;0.279654;
2311;(86266,0,25);0.332876;0.279533;
2312;(88144,0,30);0.332876;0.279412;
2313;(5867,3,5);0.332912;0.279291;
2314;(4160,3,96);0.332914;0.279170;
2315;(91404,3,96);0.332914;0.279050;
2316;(83486,4,3);0.332917;0.278929;
2317;(18099,0,140);0.332953;0.278809;
2318;(7599,0,132);0.332972;0.278689;
2319;(15,0,17);0.332975;0.278568;
2320;(206,0,17);0.332975;0.278448;
2321;(1226,0,17);0.332975;0.278328;
2322;(2232,0,17);0.332975;0.278208;
2323;(4255,0,17);0.332975;0.278089;
2324;(4937,0,17);0.332975;0.277969;
2325;(5927,0,17);0.332975;0.277849;
2326;(6621,0,17);0.332975;0.277730;
2327;(7034,0,17);0.332975;0.277611;
2328;(8242,0,17);0.332975;0.277491;
2329;(9012,0,17);0.332975;0.277372;
2330;(9917,0,17);0.332975;0.277253;
2331;(11425,0,17);0.332975;0.277134;
2332;(12467,0,17);0.332975;0.277015;
2333;(12594,0,17);0.332975;0.276897;
2334;(12859,0,17);0.332975;0.276778;
2335;(13264,0,17);0.332975;0.276660;
2336;(13381,0,17);0.332975;0.276541;
2337;(14349,0,17);0.332975;0.276423;
2338;(14834,0,17);0.332975;0.276305;
2339;(15257,0,17);0.332975;0.276186;
2340;(15891,0,17);0.332975;0.276068;
2341;(16474,0,17);0.332975;0.275950;
2342;(16926,0,17);0.332975;0.275833;
2343;(17430,0,17);0.332975;0.275715;
2344;(18735,0,15);0.332975;0.275597;
2345;(18796,0,17);0.332975;0.275480;
2346;(19466,0,17);0.332975;0.275362;
2347;(21452,0,17);0.332975;0.275245;
2348;(21757,0,17);0.332975;0.275128;
2349;(22495,0,17);0.332975;0.275011;
2350;(25082,0,17);0.332975;0.274894;
2351;(25173,0,17);0.332975;0.274777;
2352;(25722,0,17);0.332975;0.274660;
2353;(26280,0,17);0.332975;0.274543;
2354;(26539,0,17);0.332975;0.274427;
2355;(26546,0,17);0.332975;0.274310;
2356;(26885,0,17);0.332975;0.274194;
2357;(27769,0,17);0.332975;0.274077;
2358;(29547,0,17);0.332975;0.273961;
2359;(31429,0,17);0.332975;0.273845;
2360;(31664,0,17);0.332975;0.273729;
2361;(32215,0,17);0.332975;0.273613;
2362;(32223,0,17);0.332975;0.273497;
2363;(32801,0,17);0.332975;0.273381;
2364;(33515,0,17);0.332975;0.273266;
2365;(33659,0,15);0.332975;0.273150;
2366;(35134,0,17);0.332975;0.273035;
2367;(35185,0,17);0.332975;0.272919;
2368;(35685,0,17);0.332975;0.272804;
2369;(37014,0,17);0.332975;0.272689;
2370;(37810,0,17);0.332975;0.272574;
2371;(38165,0,17);0.332975;0.272459;
2372;(38871,0,17);0.332975;0.272344;
2373;(39065,0,17);0.332975;0.272229;
2374;(39021,0,17);0.332975;0.272115;
2375;(39145,0,17);0.332975;0.272000;
2376;(39578,0,17);0.332975;0.271886;
2377;(39694,0,17);0.332975;0.271771;
2378;(40773,0,17);0.332975;0.271657;
2379;(40987,0,17);0.332975;0.271543;
2380;(42362,0,17);0.332975;0.271429;
2381;(42973,0,17);0.332975;0.271315;
2382;(42986,0,17);0.332975;0.271201;
2383;(43572,0,17);0.332975;0.271087;
2384;(44154,0,17);0.332975;0.270973;
2385;(45872,0,17);0.332975;0.270860;
2386;(47689,0,17);0.332975;0.270746;
2387;(48160,0,17);0.332975;0.270633;
2388;(50334,0,17);0.332975;0.270519;
2389;(51017,0,17);0.332975;0.270406;
2390;(51273,0,17);0.332975;0.270293;
2391;(51850,0,17);0.332975;0.270180;
2392;(52457,0,17);0.332975;0.270067;
2393;(52480,0,17);0.332975;0.269954;
2394;(52580,0,17);0.332975;0.269841;
2395;(53741,0,17);0.332975;0.269729;
2396;(53845,0,17);0.332975;0.269616;
2397;(53965,0,17);0.332975;0.269504;
2398;(54999,0,17);0.332975;0.269391;
2399;(58440,0,17);0.332975;0.269279;
2400;(58444,0,17);0.332975;0.269167;
2401;(58812,0,17);0.332975;0.269055;
2402;(59847,0,17);0.332975;0.268943;
2403;(59948,0,17);0.332975;0.268831;
2404;(61351,0,17);0.332975;0.268719;
2405;(62469,0,17);0.332975;0.268607;
2406;(62787,0,17);0.332975;0.268495;
2407;(64846,0,17);0.332975;0.268384;
2408;(65601,0,17);0.332975;0.268272;
2409;(66384,0,17);0.332975;0.268161;
2410;(66859,0,17);0.332975;0.268050;
2411;(67193,0,17);0.332975;0.267939;
2412;(70096,0,17);0.332975;0.267828;
2413;(71173,0,17);0.332975;0.267717;
2414;(71857,0,17);0.332975;0.267606;
2415;(73368,0,17);0.332975;0.267495;
2416;(73496,0,17);0.332975;0.267384;
2417;(73932,0,17);0.332975;0.267273;
2418;(74167,0,17);0.332975;0.267163;
2419;(74316,0,17);0.332975;0.267053;
2420;(75636,0,17);0.332975;0.266942;
2421;(76036,0,17);0.332975;0.266832;
2422;(76558,0,17);0.332975;0.266722;
2423;(78386,0,17);0.332975;0.266612;
2424;(79929,0,17);0.332975;0.266502;
2425;(80541,0,17);0.332975;0.266392;
2426;(80954,0,17);0.332975;0.266282;
2427;(81941,0,17);0.332975;0.266172;
2428;(83184,0,17);0.332975;0.266063;
2429;(83683,0,17);0.332975;0.265953;
2430;(83828,0,17);0.332975;0.265844;
2431;(83910,0,17);0.332975;0.265734;
2432;(84980,0,17);0.332975;0.265625;
2433;(87653,0,17);0.332975;0.265516;
2434;(88203,0,17);0.332975;0.265407;
2435;(88293,0,17);0.332975;0.265298;
2436;(90472,0,17);0.332975;0.265189;
2437;(90559,0,17);0.332975;0.265080;
2438;(94036,0,17);0.332975;0.264971;
2439;(94133,0,17);0.332975;0.264863;
2440;(94518,0,17);0.332975;0.264754;
2441;(95299,0,17);0.332975;0.264646;
2442;(95518,0,17);0.332975;0.264537;
2443;(97143,0,17);0.332975;0.264429;
2444;(99108,0,17);0.332975;0.264321;
2445;(99021,0,17);0.332975;0.264213;
2446;(100649,0,17);0.332975;0.264105;
2447;(101353,0,17);0.332975;0.263997;
2448;(101843,0,17);0.332975;0.263889;
2449;(102315,0,17);0.332975;0.263781;
2450;(103182,0,17);0.332975;0.263673;
2451;(103820,0,17);0.332975;0.263566;
2452;(104640,0,17);0.332975;0.263458;
2453;(105163,0,17);0.332975;0.263351;
2454;(106089,0,17);0.332975;0.263244;
2455;(106666,0,17);0.332975;0.263136;
2456;(107436,0,17);0.332975;0.263029;
2457;(108698,0,17);0.332975;0.262922;
2458;(109204,0,17);0.332975;0.262815;
2459;(109238,0,17);0.332975;0.262708;
2460;(109726,0,17);0.332975;0.262602;
2461;(110573,0,17);0.332975;0.262495;
2462;(111866,0,17);0.332975;0.262388;
2463;(113015,0,17);0.332975;0.262282;
2464;(113043,0,17);0.332975;0.262175;
2465;(113782,0,17);0.332975;0.262069;
2466;(113905,0,17);0.332975;0.261963;
2467;(116610,0,17);0.332975;0.261856;
2468;(116638,0,17);0.332975;0.261750;
2469;(116692,0,17);0.332975;0.261644;
2470;(934,2,90);0.332976;0.261538;
2471;(76280,2,95);0.332976;0.261433;
2472;(79285,2,85);0.332976;0.261327;
2473;(33458,1,0);0.333014;0.261221;
2474;(37560,2,10);0.333042;0.261116;
2475;(56196,0,197);0.333078;0.261010;
2476;(69079,2,114);0.333085;0.260905;
2477;(7599,0,18);0.333109;0.260799;
2478;(19283,1,2);0.333112;0.260694;
2479;(34795,1,4);0.333112;0.260589;
2480;(41127,1,8);0.333112;0.260484;
2481;(44452,1,1);0.333112;0.260379;
2482;(56743,1,7);0.333112;0.260274;
2483;(57920,1,10);0.333112;0.260169;
2484;(64385,1,1);0.333112;0.260064;
2485;(84804,1,19);0.333112;0.259960;
2486;(18812,1,21);0.333115;0.259855;
2487;(88003,1,19);0.333115;0.259751;
2488;(92161,1,13);0.333115;0.259646;
2489;(113322,2,11);0.333135;0.259542;
2490;(98936,1,381);0.333143;0.259438;
2491;(8737,1,17);0.333171;0.259334;
2492;(79323,2,42);0.333175;0.259230;
2493;(106814,1,227);0.333178;0.259126;
2494;(36007,2,280);0.333188;0.259022;
2495;(82637,1,21);0.333203;0.258918;
2496;(70174,0,760);0.333234;0.258814;
2497;(110308,0,19);0.333241;0.258710;
2498;(117,3,12);0.333250;0.258607;
2499;(2605,3,6);0.333250;0.258503;
2500;(4860,3,2);0.333250;0.258400;
2501;(6842,3,1);0.333250;0.258297;
2502;(9342,3,2);0.333250;0.258193;
2503;(10631,3,4);0.333250;0.258090;
2504;(15925,3,10);0.333250;0.257987;
2505;(37133,3,13);0.333250;0.257884;
2506;(37974,5,18);0.333250;0.257781;
2507;(38562,3,1);0.333250;0.257679;
2508;(40775,3,2);0.333250;0.257576;
2509;(57206,3,7);0.333250;0.257473;
2510;(73488,3,2);0.333250;0.257371;
2511;(75703,3,4);0.333250;0.257268;
2512;(76346,5,16);0.333250;0.257166;
2513;(86944,3,18);0.333250;0.257063;
2514;(92847,3,2);0.333250;0.256961;
2515;(99989,3,18);0.333250;0.256859;
2516;(111349,3,7);0.333250;0.256757;
2517;(100302,9,293);0.333256;0.256655;
2518;(43363,0,1020);0.333261;0.256553;
2519;(11531,1,2);0.333282;0.256451;
2520;(49440,1,2);0.333282;0.256349;
2521;(106008,1,2);0.333282;0.256248;
2522;(35267,0,11);0.333308;0.256146;
2523;(70341,2,27);0.333320;0.256044;
2524;(85904,1,17);0.333362;0.255943;
2525;(36604,2,57);0.333405;0.255842;
2526;(75968,0,1);0.333405;0.255740;
2527;(88363,0,1);0.333405;0.255639;
2528;(91634,1,174);0.333470;0.255538;
2529;(76044,3,1248);0.333487;0.255437;
2530;(8239,1,107);0.333494;0.255336;
2531;(36007,7,16);0.333525;0.255235;
2532;(65721,1,2);0.333595;0.255134;
2533;(35709,1,17);0.333620;0.255034;
2534;(96777,0,229);0.333628;0.254933;
2535;(32628,2,65);0.333631;0.254832;
2536;(14901,1,30);0.333634;0.254732;
2537;(59686,2,19);0.333676;0.254631;
2538;(78465,0,2);0.333676;0.254531;
2539;(82886,1,17);0.333706;0.254431;
2540;(45717,0,14);0.333721;0.254331;
2541;(110308,0,41);0.333721;0.254231;
2542;(33634,2,0);0.333743;0.254131;
2543;(83928,2,0);0.333743;0.254031;
2544;(93970,3,184);0.333743;0.253931;
2545;(109498,2,0);0.333743;0.253831;
2546;(6163,0,2);0.333745;0.253731;
2547;(77848,3,10);0.333747;0.253632;
2548;(18099,0,179);0.333802;0.253532;
2549;(77662,1,794);0.333824;0.253433;
2550;(16876,2,128);0.333840;0.253333;
2551;(16876,8,190);0.333852;0.253234;
2552;(6,2,47);0.333903;0.253135;
2553;(30,2,8);0.333903;0.253036;
2554;(100,1,76);0.333903;0.252937;
2555;(180,2,87);0.333903;0.252838;
2556;(219,2,41);0.333903;0.252739;
2557;(481,2,16);0.333903;0.252640;
2558;(486,2,3);0.333903;0.252541;
2559;(620,2,13);0.333903;0.252442;
2560;(643,2,35);0.333903;0.252344;
2561;(673,2,23);0.333903;0.252245;
2562;(767,2,2);0.333903;0.252147;
2563;(960,2,35);0.333903;0.252048;
2564;(985,2,3);0.333903;0.251950;
2565;(1026,2,16);0.333903;0.251852;
2566;(1057,2,19);0.333903;0.251754;
2567;(1175,2,104);0.333903;0.251656;
2568;(1206,2,13);0.333903;0.251558;
2569;(1657,2,97);0.333903;0.251460;
2570;(1871,2,20);0.333903;0.251362;
2571;(1989,2,8);0.333903;0.251264;
2572;(2010,2,19);0.333903;0.251166;
2573;(2244,2,7);0.333903;0.251069;
2574;(2333,2,6);0.333903;0.250971;
2575;(2338,2,30);0.333903;0.250874;
2576;(2489,2,44);0.333903;0.250776;
2577;(2491,1,7);0.333903;0.250679;
2578;(2565,2,5);0.333903;0.250582;
2579;(2620,2,30);0.333903;0.250485;
2580;(2665,2,17);0.333903;0.250388;
2581;(2879,2,5);0.333903;0.250291;
2582;(2992,2,12);0.333903;0.250194;
2583;(3040,2,17);0.333903;0.250097;
2584;(3121,2,11);0.333903;0.250000;
2585;(3162,2,38);0.333903;0.249903;
2586;(3221,2,7);0.333903;0.249807;
